Plate,Content,Annotation,Mass
250327_Pigments_4_200uL_undiluted,Sample X8,U2_A1,96.4
250327_Pigments_4_200uL_undiluted,Sample X9,U2_A1,96.4
250327_Pigments_4_200uL_undiluted,Sample X10,U3_A1,95.87
250327_Pigments_4_200uL_undiluted,Sample X11,U3_A1,95.87
250327_Pigments_4_200uL_undiluted,Sample X12,U3_A1,95.87
250327_Pigments_4_200uL_undiluted,Sample X13,U4_A1,99.18
250327_Pigments_4_200uL_undiluted,Sample X14,U4_A1,99.18
250327_Pigments_4_200uL_undiluted,Sample X15,U4_A1,99.18
250327_Pigments_4_200uL_undiluted,Sample X16,U5_A1,108.48
250327_Pigments_4_200uL_undiluted,Sample X17,U5_A1,108.48
250327_Pigments_4_200uL_undiluted,Sample X18,U5_A1,108.48
250327_Pigments_4_200uL_undiluted,Sample X19,U6_A1,109.43
250327_Pigments_4_200uL_undiluted,Sample X20,U6_A1,109.43
250327_Pigments_4_200uL_undiluted,Sample X21,U6_A1,109.43
250327_Pigments_4_200uL_undiluted,Sample X22,U7_A1,108.23
250327_Pigments_4_200uL_undiluted,Sample X23,U7_A1,108.23
250327_Pigments_4_200uL_undiluted,Sample X24,U7_A1,108.23
250327_Pigments_4_200uL_undiluted,Sample X25,U8_A1,95.25
250327_Pigments_4_200uL_undiluted,Sample X26,U8_A1,95.25
250327_Pigments_4_200uL_undiluted,Sample X27,U8_A1,95.25
250327_Pigments_4_200uL_undiluted,Sample X28,U9_A1,105.12
250327_Pigments_4_200uL_undiluted,Sample X29,U9_A1,105.12
250327_Pigments_4_200uL_undiluted,Sample X30,U9_A1,105.12
250327_Pigments_4_200uL_undiluted,Sample X31,U10_A1,94.05
250327_Pigments_4_200uL_undiluted,Sample X32,U10_A1,94.05
250327_Pigments_4_200uL_undiluted,Sample X33,U10_A1,94.05
250327_Pigments_4_200uL_undiluted,Sample X34,U11_A1,106.84
250327_Pigments_4_200uL_undiluted,Sample X35,U11_A1,106.84
250327_Pigments_4_200uL_undiluted,Sample X36,U11_A1,106.84
250327_Pigments_4_200uL_undiluted,Sample X37,U12_A1,98.79
250327_Pigments_4_200uL_undiluted,Sample X38,U12_A1,98.79
250327_Pigments_4_200uL_undiluted,Sample X39,U12_A1,98.79
250327_Pigments_4_200uL_undiluted,Sample X40,U13_A1,92.59
250327_Pigments_4_200uL_undiluted,Sample X41,U13_A1,92.59
250327_Pigments_4_200uL_undiluted,Sample X42,U13_A1,92.59
250327_Pigments_4_200uL_undiluted,Sample X43,U14_A1,107.47
250327_Pigments_4_200uL_undiluted,Sample X44,U14_A1,107.47
250327_Pigments_4_200uL_undiluted,Sample X45,U14_A1,107.47
250327_Pigments_4_200uL_undiluted,Sample X46,U15_A1,107.52
250327_Pigments_4_200uL_undiluted,Sample X47,U15_A1,107.52
250327_Pigments_4_200uL_undiluted,Sample X48,U15_A1,107.52
250327_Pigments_4_200uL_undiluted,Sample X49,U1_A2,108.54
250327_Pigments_4_200uL_undiluted,Sample X50,U1_A2,108.54
250327_Pigments_4_200uL_undiluted,Sample X51,U1_A2,108.54
250327_Pigments_4_200uL_undiluted,Sample X52,U2_A2,107.58
250327_Pigments_4_200uL_undiluted,Sample X53,U2_A2,107.58
250327_Pigments_4_200uL_undiluted,Sample X54,U2_A2,107.58
250327_Pigments_4_200uL_undiluted,Sample X55,U3_A2,101.08
250327_Pigments_4_200uL_undiluted,Sample X56,U3_A2,101.08
250327_Pigments_4_200uL_undiluted,Sample X57,U3_A2,101.08
250327_Pigments_4_200uL_undiluted,Sample X58,U4_A2,104.57
250327_Pigments_4_200uL_undiluted,Sample X59,U4_A2,104.57
250327_Pigments_4_200uL_undiluted,Sample X60,U4_A2,104.57
250327_Pigments_4_200uL_undiluted,Sample X61,U5_A2,96.78
250327_Pigments_4_200uL_undiluted,Sample X62,U5_A2,96.78
250327_Pigments_4_200uL_undiluted,Sample X63,U5_A2,96.78
250327_Pigments_4_200uL_undiluted,Sample X64,U6_A2,101.75
250327_Pigments_4_200uL_undiluted,Sample X65,U6_A2,101.75
250327_Pigments_4_200uL_undiluted,Sample X66,U6_A2,101.75
250327_Pigments_4_200uL_undiluted,Sample X67,U7_A2,106.05
250327_Pigments_4_200uL_undiluted,Sample X68,U7_A2,106.05
250327_Pigments_4_200uL_undiluted,Sample X69,U7_A2,106.05
250327_Pigments_4_200uL_undiluted,Sample X70,U8_A2,93.87
250327_Pigments_4_200uL_undiluted,Sample X71,U8_A2,93.87
250327_Pigments_4_200uL_undiluted,Sample X72,U8_A2,93.87
250327_Pigments_4_200uL_undiluted,Sample X73,U9_A2,92.16
250327_Pigments_4_200uL_undiluted,Sample X74,U9_A2,92.16
250327_Pigments_4_200uL_undiluted,Sample X75,U9_A2,92.16
250327_Pigments_4_200uL_undiluted,Sample X76,U10_A2,106.68
250327_Pigments_4_200uL_undiluted,Sample X77,U10_A2,106.68
250327_Pigments_4_200uL_undiluted,Sample X78,U10_A2,106.68
250327_Pigments_4_200uL_undiluted,Sample X79,U11_A2,96.1
250327_Pigments_4_200uL_undiluted,Sample X80,U11_A2,96.1
250327_Pigments_4_200uL_undiluted,Sample X81,U11_A2,96.1
250327_Pigments_4_200uL_undiluted,Sample X82,U12_A2,101.73
250327_Pigments_4_200uL_undiluted,Sample X83,U12_A2,101.73
250327_Pigments_4_200uL_undiluted,Sample X84,U12_A2,101.73
250327_Pigments_4_200uL_undiluted,Sample X85,U13_A2,94.43
250327_Pigments_4_200uL_undiluted,Sample X86,U13_A2,94.43
250327_Pigments_4_200uL_undiluted,Sample X87,U13_A2,94.43
250327_Pigments_4_200uL_undiluted,Sample X88,U14_A2,101.97
250327_Pigments_4_200uL_undiluted,Sample X89,U14_A2,101.97
250327_Pigments_4_200uL_undiluted,Sample X90,U14_A2,101.97
250327_Pigments_4_200uL_undiluted,Sample X91,U15_A2,105.86
250327_Pigments_4_200uL_undiluted,Sample X92,U15_A2,105.86
250327_Pigments_4_200uL_undiluted,Sample X93,U15_A2,105.86
250327_Pigments_5_200uL_50%diluted,Sample X1,96% ethanol,NA
250327_Pigments_5_200uL_50%diluted,Sample X2,96% ethanol,NA
250327_Pigments_5_200uL_50%diluted,Sample X3,96% ethanol,NA
250327_Pigments_5_200uL_50%diluted,Sample X4,U1_A1,98.4
250327_Pigments_5_200uL_50%diluted,Sample X5,U1_A1,98.4
250327_Pigments_5_200uL_50%diluted,Sample X6,U1_A1,98.4
250327_Pigments_5_200uL_50%diluted,Sample X7,U2_A1,96.4
250327_Pigments_5_200uL_50%diluted,Sample X8,U2_A1,96.4
250327_Pigments_5_200uL_50%diluted,Sample X9,U2_A1,96.4
250327_Pigments_5_200uL_50%diluted,Sample X10,U3_A1,95.87
250327_Pigments_5_200uL_50%diluted,Sample X11,U3_A1,95.87
250327_Pigments_5_200uL_50%diluted,Sample X12,U3_A1,95.87
250327_Pigments_5_200uL_50%diluted,Sample X13,U4_A1,99.18
250327_Pigments_5_200uL_50%diluted,Sample X14,U4_A1,99.18
250327_Pigments_5_200uL_50%diluted,Sample X15,U4_A1,99.18
250327_Pigments_5_200uL_50%diluted,Sample X16,U5_A1,108.48
250327_Pigments_5_200uL_50%diluted,Sample X17,U5_A1,108.48
250327_Pigments_5_200uL_50%diluted,Sample X18,U5_A1,108.48
250327_Pigments_5_200uL_50%diluted,Sample X19,U6_A1,109.43
250327_Pigments_5_200uL_50%diluted,Sample X20,U6_A1,109.43
250327_Pigments_5_200uL_50%diluted,Sample X21,U6_A1,109.43
250327_Pigments_5_200uL_50%diluted,Sample X22,U7_A1,108.23
250327_Pigments_5_200uL_50%diluted,Sample X23,U7_A1,108.23
250327_Pigments_5_200uL_50%diluted,Sample X24,U7_A1,108.23
250327_Pigments_5_200uL_50%diluted,Sample X25,U8_A1,95.25
250327_Pigments_5_200uL_50%diluted,Sample X26,U8_A1,95.25
250327_Pigments_5_200uL_50%diluted,Sample X27,U8_A1,95.25
250327_Pigments_5_200uL_50%diluted,Sample X28,U9_A1,105.12
250327_Pigments_5_200uL_50%diluted,Sample X29,U9_A1,105.12
250327_Pigments_5_200uL_50%diluted,Sample X30,U9_A1,105.12
250327_Pigments_5_200uL_50%diluted,Sample X31,U10_A1,94.05
250327_Pigments_5_200uL_50%diluted,Sample X32,U10_A1,94.05
250327_Pigments_5_200uL_50%diluted,Sample X33,U10_A1,94.05
250327_Pigments_5_200uL_50%diluted,Sample X34,U11_A1,106.84
250327_Pigments_5_200uL_50%diluted,Sample X35,U11_A1,106.84
250327_Pigments_5_200uL_50%diluted,Sample X36,U11_A1,106.84
250327_Pigments_5_200uL_50%diluted,Sample X37,U12_A1,98.79
250327_Pigments_5_200uL_50%diluted,Sample X38,U12_A1,98.79
250327_Pigments_5_200uL_50%diluted,Sample X39,U12_A1,98.79
250327_Pigments_5_200uL_50%diluted,Sample X40,U13_A1,92.59
250327_Pigments_5_200uL_50%diluted,Sample X41,U13_A1,92.59
250327_Pigments_5_200uL_50%diluted,Sample X42,U13_A1,92.59
250327_Pigments_5_200uL_50%diluted,Sample X43,U14_A1,107.47
250327_Pigments_5_200uL_50%diluted,Sample X44,U14_A1,107.47
250327_Pigments_5_200uL_50%diluted,Sample X45,U14_A1,107.47
250327_Pigments_5_200uL_50%diluted,Sample X46,U15_A1,107.52
250327_Pigments_5_200uL_50%diluted,Sample X47,U15_A1,107.52
250327_Pigments_5_200uL_50%diluted,Sample X48,U15_A1,107.52
250327_Pigments_5_200uL_50%diluted,Sample X49,U1_A2,108.54
250327_Pigments_5_200uL_50%diluted,Sample X50,U1_A2,108.54
250327_Pigments_5_200uL_50%diluted,Sample X51,U1_A2,108.54
250327_Pigments_5_200uL_50%diluted,Sample X52,U2_A2,107.58
250327_Pigments_5_200uL_50%diluted,Sample X53,U2_A2,107.58
250327_Pigments_5_200uL_50%diluted,Sample X54,U2_A2,107.58
250327_Pigments_5_200uL_50%diluted,Sample X55,U3_A2,101.08
250327_Pigments_5_200uL_50%diluted,Sample X56,U3_A2,101.08
250327_Pigments_5_200uL_50%diluted,Sample X57,U3_A2,101.08
250327_Pigments_5_200uL_50%diluted,Sample X58,U4_A2,104.57
250327_Pigments_5_200uL_50%diluted,Sample X59,U4_A2,104.57
250327_Pigments_5_200uL_50%diluted,Sample X60,U4_A2,104.57
250327_Pigments_5_200uL_50%diluted,Sample X61,U5_A2,96.78
250327_Pigments_5_200uL_50%diluted,Sample X62,U5_A2,96.78
250327_Pigments_5_200uL_50%diluted,Sample X63,U5_A2,96.78
250327_Pigments_5_200uL_50%diluted,Sample X64,U6_A2,101.75
250327_Pigments_5_200uL_50%diluted,Sample X65,U6_A2,101.75
250327_Pigments_5_200uL_50%diluted,Sample X66,U6_A2,101.75
250327_Pigments_5_200uL_50%diluted,Sample X67,U7_A2,106.05
250327_Pigments_5_200uL_50%diluted,Sample X68,U7_A2,106.05
250327_Pigments_5_200uL_50%diluted,Sample X69,U7_A2,106.05
250327_Pigments_5_200uL_50%diluted,Sample X70,U8_A2,93.87
250327_Pigments_5_200uL_50%diluted,Sample X71,U8_A2,93.87
250327_Pigments_5_200uL_50%diluted,Sample X72,U8_A2,93.87
250327_Pigments_5_200uL_50%diluted,Sample X73,U9_A2,92.16
250327_Pigments_5_200uL_50%diluted,Sample X74,U9_A2,92.16
250327_Pigments_5_200uL_50%diluted,Sample X75,U9_A2,92.16
250327_Pigments_5_200uL_50%diluted,Sample X76,U10_A2,106.68
250327_Pigments_5_200uL_50%diluted,Sample X77,U10_A2,106.68
250327_Pigments_5_200uL_50%diluted,Sample X78,U10_A2,106.68
250327_Pigments_5_200uL_50%diluted,Sample X79,U11_A2,96.1
250327_Pigments_5_200uL_50%diluted,Sample X80,U11_A2,96.1
250327_Pigments_5_200uL_50%diluted,Sample X81,U11_A2,96.1
250327_Pigments_5_200uL_50%diluted,Sample X82,U12_A2,101.73
250327_Pigments_5_200uL_50%diluted,Sample X83,U12_A2,101.73
250327_Pigments_5_200uL_50%diluted,Sample X84,U12_A2,101.73
250327_Pigments_5_200uL_50%diluted,Sample X85,U13_A2,94.43
250327_Pigments_5_200uL_50%diluted,Sample X86,U13_A2,94.43
250327_Pigments_5_200uL_50%diluted,Sample X87,U13_A2,94.43
250327_Pigments_5_200uL_50%diluted,Sample X88,U14_A2,101.97
250327_Pigments_5_200uL_50%diluted,Sample X89,U14_A2,101.97
250327_Pigments_5_200uL_50%diluted,Sample X90,U14_A2,101.97
250327_Pigments_5_200uL_50%diluted,Sample X91,U15_A2,105.86
250327_Pigments_5_200uL_50%diluted,Sample X92,U15_A2,105.86
250327_Pigments_5_200uL_50%diluted,Sample X93,U15_A2,105.86
250327_Pigments_6_200uL_25%diluted,Sample X1,96% ethanol,NA
250327_Pigments_6_200uL_25%diluted,Sample X2,96% ethanol,NA
250327_Pigments_6_200uL_25%diluted,Sample X3,96% ethanol,NA
250327_Pigments_6_200uL_25%diluted,Sample X4,U1_A1,98.4
250327_Pigments_6_200uL_25%diluted,Sample X5,U1_A1,98.4
250327_Pigments_6_200uL_25%diluted,Sample X6,U1_A1,98.4
250327_Pigments_6_200uL_25%diluted,Sample X7,U2_A1,96.4
250327_Pigments_6_200uL_25%diluted,Sample X8,U2_A1,96.4
250327_Pigments_6_200uL_25%diluted,Sample X9,U2_A1,96.4
250327_Pigments_6_200uL_25%diluted,Sample X10,U3_A1,95.87
250327_Pigments_6_200uL_25%diluted,Sample X11,U3_A1,95.87
250327_Pigments_6_200uL_25%diluted,Sample X12,U3_A1,95.87
250327_Pigments_6_200uL_25%diluted,Sample X13,U4_A1,99.18
250327_Pigments_6_200uL_25%diluted,Sample X14,U4_A1,99.18
250327_Pigments_6_200uL_25%diluted,Sample X15,U4_A1,99.18
250327_Pigments_6_200uL_25%diluted,Sample X16,U5_A1,108.48
250327_Pigments_6_200uL_25%diluted,Sample X17,U5_A1,108.48
250327_Pigments_6_200uL_25%diluted,Sample X18,U5_A1,108.48
250327_Pigments_6_200uL_25%diluted,Sample X19,U6_A1,109.43
250327_Pigments_6_200uL_25%diluted,Sample X20,U6_A1,109.43
250327_Pigments_6_200uL_25%diluted,Sample X21,U6_A1,109.43
250327_Pigments_6_200uL_25%diluted,Sample X22,U7_A1,108.23
250327_Pigments_6_200uL_25%diluted,Sample X23,U7_A1,108.23
250327_Pigments_6_200uL_25%diluted,Sample X24,U7_A1,108.23
250327_Pigments_6_200uL_25%diluted,Sample X25,U8_A1,95.25
250327_Pigments_6_200uL_25%diluted,Sample X26,U8_A1,95.25
250327_Pigments_6_200uL_25%diluted,Sample X27,U8_A1,95.25
250327_Pigments_6_200uL_25%diluted,Sample X28,U9_A1,105.12
250327_Pigments_6_200uL_25%diluted,Sample X29,U9_A1,105.12
250327_Pigments_6_200uL_25%diluted,Sample X30,U9_A1,105.12
250327_Pigments_6_200uL_25%diluted,Sample X31,U10_A1,94.05
250327_Pigments_6_200uL_25%diluted,Sample X32,U10_A1,94.05
250327_Pigments_6_200uL_25%diluted,Sample X33,U10_A1,94.05
250327_Pigments_6_200uL_25%diluted,Sample X34,U11_A1,106.84
250327_Pigments_6_200uL_25%diluted,Sample X35,U11_A1,106.84
250327_Pigments_6_200uL_25%diluted,Sample X36,U11_A1,106.84
250327_Pigments_6_200uL_25%diluted,Sample X37,U12_A1,98.79
250327_Pigments_6_200uL_25%diluted,Sample X38,U12_A1,98.79
250327_Pigments_6_200uL_25%diluted,Sample X39,U12_A1,98.79
250327_Pigments_6_200uL_25%diluted,Sample X40,U13_A1,92.59
250327_Pigments_6_200uL_25%diluted,Sample X41,U13_A1,92.59
250327_Pigments_6_200uL_25%diluted,Sample X42,U13_A1,92.59
250327_Pigments_6_200uL_25%diluted,Sample X43,U14_A1,107.47
250327_Pigments_6_200uL_25%diluted,Sample X44,U14_A1,107.47
250327_Pigments_6_200uL_25%diluted,Sample X45,U14_A1,107.47
250327_Pigments_6_200uL_25%diluted,Sample X46,U15_A1,107.52
250327_Pigments_6_200uL_25%diluted,Sample X47,U15_A1,107.52
250327_Pigments_6_200uL_25%diluted,Sample X48,U15_A1,107.52
250327_Pigments_6_200uL_25%diluted,Sample X49,U1_A2,108.54
250327_Pigments_6_200uL_25%diluted,Sample X50,U1_A2,108.54
250327_Pigments_6_200uL_25%diluted,Sample X51,U1_A2,108.54
250327_Pigments_6_200uL_25%diluted,Sample X52,U2_A2,107.58
250327_Pigments_6_200uL_25%diluted,Sample X53,U2_A2,107.58
250327_Pigments_6_200uL_25%diluted,Sample X54,U2_A2,107.58
250327_Pigments_6_200uL_25%diluted,Sample X55,U3_A2,101.08
250327_Pigments_6_200uL_25%diluted,Sample X56,U3_A2,101.08
250327_Pigments_6_200uL_25%diluted,Sample X57,U3_A2,101.08
250327_Pigments_6_200uL_25%diluted,Sample X58,U4_A2,104.57
250327_Pigments_6_200uL_25%diluted,Sample X59,U4_A2,104.57
250327_Pigments_6_200uL_25%diluted,Sample X60,U4_A2,104.57
250327_Pigments_6_200uL_25%diluted,Sample X61,U5_A2,96.78
250327_Pigments_6_200uL_25%diluted,Sample X62,U5_A2,96.78
250327_Pigments_6_200uL_25%diluted,Sample X63,U5_A2,96.78
250327_Pigments_6_200uL_25%diluted,Sample X64,U6_A2,101.75
250327_Pigments_6_200uL_25%diluted,Sample X65,U6_A2,101.75
250327_Pigments_6_200uL_25%diluted,Sample X66,U6_A2,101.75
250327_Pigments_6_200uL_25%diluted,Sample X67,U7_A2,106.05
250327_Pigments_6_200uL_25%diluted,Sample X68,U7_A2,106.05
250327_Pigments_6_200uL_25%diluted,Sample X69,U7_A2,106.05
250327_Pigments_6_200uL_25%diluted,Sample X70,U8_A2,93.87
250327_Pigments_6_200uL_25%diluted,Sample X71,U8_A2,93.87
250327_Pigments_6_200uL_25%diluted,Sample X72,U8_A2,93.87
250327_Pigments_6_200uL_25%diluted,Sample X73,U9_A2,92.16
250327_Pigments_6_200uL_25%diluted,Sample X74,U9_A2,92.16
250327_Pigments_6_200uL_25%diluted,Sample X75,U9_A2,92.16
250327_Pigments_6_200uL_25%diluted,Sample X76,U10_A2,106.68
250327_Pigments_6_200uL_25%diluted,Sample X77,U10_A2,106.68
250327_Pigments_6_200uL_25%diluted,Sample X78,U10_A2,106.68
250327_Pigments_6_200uL_25%diluted,Sample X79,U11_A2,96.1
250327_Pigments_6_200uL_25%diluted,Sample X80,U11_A2,96.1
250327_Pigments_6_200uL_25%diluted,Sample X81,U11_A2,96.1
250327_Pigments_6_200uL_25%diluted,Sample X82,U12_A2,101.73
250327_Pigments_6_200uL_25%diluted,Sample X83,U12_A2,101.73
250327_Pigments_6_200uL_25%diluted,Sample X84,U12_A2,101.73
250327_Pigments_6_200uL_25%diluted,Sample X85,U13_A2,94.43
250327_Pigments_6_200uL_25%diluted,Sample X86,U13_A2,94.43
250327_Pigments_6_200uL_25%diluted,Sample X87,U13_A2,94.43
250327_Pigments_6_200uL_25%diluted,Sample X88,U14_A2,101.97
250327_Pigments_6_200uL_25%diluted,Sample X89,U14_A2,101.97
250327_Pigments_6_200uL_25%diluted,Sample X90,U14_A2,101.97
250327_Pigments_6_200uL_25%diluted,Sample X91,U15_A2,105.86
250327_Pigments_6_200uL_25%diluted,Sample X92,U15_A2,105.86
250327_Pigments_6_200uL_25%diluted,Sample X93,U15_A2,105.86
