Reference,DOI,Location,Season,Urchin,Food,Compound,Unit,Plant_mean,Plant_sd,Plant_n,Faeces_mean,Faeces_sd,Faeces_n,Percentage_mean,Percentage_sd,Percentage_n,Source,Notes
Hiratsuka & Uehara 2007 ,10.1016/j.cbpa.2007.04.009,"Onna, Okinawa, Japan",Winter,Echinometra sp. A,"Ectocarpus, Centroceras, Hydrolithon, Jania, Polysiphonia, Sphacelaria, Enteromorpha, Lobophora, Laurencia, Cladophora, Ceramium, Leveillea",Proteins,%,2.5,0.1,10,NA,NA,NA,52.61493,4.581776,10,"Table 1, 3","reconstituted algal feed, faecal to feed nutrient ratio estimated as absolute nutrient defecation proportion / mass defecation proportion, mean and s.d. estimated using Monte Carlo with beta distributions"
Hiratsuka & Uehara 2007 ,10.1016/j.cbpa.2007.04.009,"Onna, Okinawa, Japan",Winter,Echinometra mathaei,"Ectocarpus, Centroceras, Hydrolithon, Jania, Polysiphonia, Sphacelaria, Enteromorpha, Lobophora, Laurencia, Cladophora, Ceramium, Leveillea",Proteins,%,2.5,0.1,10,NA,NA,NA,65.65946,9.16923,10,"Table 1, 3","reconstituted algal feed, faecal to feed nutrient ratio estimated as absolute nutrient defecation proportion / mass defecation proportion, mean and s.d. estimated using Monte Carlo with beta distributions"
Hiratsuka & Uehara 2007 ,10.1016/j.cbpa.2007.04.009,"Onna, Okinawa, Japan",Winter,Echinometra sp. C,"Ectocarpus, Centroceras, Hydrolithon, Jania, Polysiphonia, Sphacelaria, Enteromorpha, Lobophora, Laurencia, Cladophora, Ceramium, Leveillea",Proteins,%,2.5,0.1,10,NA,NA,NA,70.38954,9.746498,10,"Table 1, 3","reconstituted algal feed, faecal to feed nutrient ratio estimated as absolute nutrient defecation proportion / mass defecation proportion, mean and s.d. estimated using Monte Carlo with beta distributions"
Hiratsuka & Uehara 2007 ,10.1016/j.cbpa.2007.04.009,"Onna, Okinawa, Japan",Winter,Echinometra oblonga,"Ectocarpus, Centroceras, Hydrolithon, Jania, Polysiphonia, Sphacelaria, Enteromorpha, Lobophora, Laurencia, Cladophora, Ceramium, Leveillea",Proteins,%,2.5,0.1,10,NA,NA,NA,81.12189,14.56304,10,"Table 1, 3","reconstituted algal feed, faecal to feed nutrient ratio estimated as absolute nutrient defecation proportion / mass defecation proportion, mean and s.d. estimated using Monte Carlo with beta distributions"
Hiratsuka & Uehara 2007 ,10.1016/j.cbpa.2007.04.009,"Onna, Okinawa, Japan",Winter,Echinometra sp. A,"Ectocarpus, Centroceras, Hydrolithon, Jania, Polysiphonia, Sphacelaria, Enteromorpha, Lobophora, Laurencia, Cladophora, Ceramium, Leveillea",Carbohydrates,%,48,0.4,10,NA,NA,NA,103.5193,7.316853,10,"Table 1, 3","reconstituted algal feed, faecal to feed nutrient ratio estimated as absolute nutrient defecation proportion / mass defecation proportion, mean and s.d. estimated using Monte Carlo with beta distributions"
Hiratsuka & Uehara 2007 ,10.1016/j.cbpa.2007.04.009,"Onna, Okinawa, Japan",Winter,Echinometra mathaei,"Ectocarpus, Centroceras, Hydrolithon, Jania, Polysiphonia, Sphacelaria, Enteromorpha, Lobophora, Laurencia, Cladophora, Ceramium, Leveillea",Carbohydrates,%,48,0.4,10,NA,NA,NA,103.4233,15.67037,10,"Table 1, 3","reconstituted algal feed, faecal to feed nutrient ratio estimated as absolute nutrient defecation proportion / mass defecation proportion, mean and s.d. estimated using Monte Carlo with beta distributions"
Hiratsuka & Uehara 2007 ,10.1016/j.cbpa.2007.04.009,"Onna, Okinawa, Japan",Winter,Echinometra sp. C,"Ectocarpus, Centroceras, Hydrolithon, Jania, Polysiphonia, Sphacelaria, Enteromorpha, Lobophora, Laurencia, Cladophora, Ceramium, Leveillea",Carbohydrates,%,48,0.4,10,NA,NA,NA,98.4673,17.70548,10,"Table 1, 3","reconstituted algal feed, faecal to feed nutrient ratio estimated as absolute nutrient defecation proportion / mass defecation proportion, mean and s.d. estimated using Monte Carlo with beta distributions"
Hiratsuka & Uehara 2007 ,10.1016/j.cbpa.2007.04.009,"Onna, Okinawa, Japan",Winter,Echinometra oblonga,"Ectocarpus, Centroceras, Hydrolithon, Jania, Polysiphonia, Sphacelaria, Enteromorpha, Lobophora, Laurencia, Cladophora, Ceramium, Leveillea",Carbohydrates,%,48,0.4,10,NA,NA,NA,95.44949,17.22615,10,"Table 1, 3","reconstituted algal feed, faecal to feed nutrient ratio estimated as absolute nutrient defecation proportion / mass defecation proportion, mean and s.d. estimated using Monte Carlo with beta distributions"
Hiratsuka & Uehara 2007 ,10.1016/j.cbpa.2007.04.009,"Onna, Okinawa, Japan",Winter,Echinometra sp. A,"Ectocarpus, Centroceras, Hydrolithon, Jania, Polysiphonia, Sphacelaria, Enteromorpha, Lobophora, Laurencia, Cladophora, Ceramium, Leveillea",Lipids,%,0.9,0.1,10,NA,NA,NA,54.63805,7.387345,10,"Table 1, 3","reconstituted algal feed, faecal to feed nutrient ratio estimated as absolute nutrient defecation proportion / mass defecation proportion, mean and s.d. estimated using Monte Carlo with beta distributions"
Hiratsuka & Uehara 2007 ,10.1016/j.cbpa.2007.04.009,"Onna, Okinawa, Japan",Winter,Echinometra mathaei,"Ectocarpus, Centroceras, Hydrolithon, Jania, Polysiphonia, Sphacelaria, Enteromorpha, Lobophora, Laurencia, Cladophora, Ceramium, Leveillea",Lipids,%,0.9,0.1,10,NA,NA,NA,59.01859,10.13421,10,"Table 1, 3","reconstituted algal feed, faecal to feed nutrient ratio estimated as absolute nutrient defecation proportion / mass defecation proportion, mean and s.d. estimated using Monte Carlo with beta distributions"
Hiratsuka & Uehara 2007 ,10.1016/j.cbpa.2007.04.009,"Onna, Okinawa, Japan",Winter,Echinometra sp. C,"Ectocarpus, Centroceras, Hydrolithon, Jania, Polysiphonia, Sphacelaria, Enteromorpha, Lobophora, Laurencia, Cladophora, Ceramium, Leveillea",Lipids,%,0.9,0.1,10,NA,NA,NA,62.14945,10.02479,10,"Table 1, 3","reconstituted algal feed, faecal to feed nutrient ratio estimated as absolute nutrient defecation proportion / mass defecation proportion, mean and s.d. estimated using Monte Carlo with beta distributions"
Hiratsuka & Uehara 2007 ,10.1016/j.cbpa.2007.04.009,"Onna, Okinawa, Japan",Winter,Echinometra oblonga,"Ectocarpus, Centroceras, Hydrolithon, Jania, Polysiphonia, Sphacelaria, Enteromorpha, Lobophora, Laurencia, Cladophora, Ceramium, Leveillea",Lipids,%,0.9,0.1,10,NA,NA,NA,72.33852,15.28942,10,"Table 1, 3","reconstituted algal feed, faecal to feed nutrient ratio estimated as absolute nutrient defecation proportion / mass defecation proportion, mean and s.d. estimated using Monte Carlo with beta distributions"
Hiratsuka & Uehara 2007 ,10.1016/j.cbpa.2007.04.009,"Onna, Okinawa, Japan",Winter,Echinometra sp. A,"Ectocarpus, Centroceras, Hydrolithon, Jania, Polysiphonia, Sphacelaria, Enteromorpha, Lobophora, Laurencia, Cladophora, Ceramium, Leveillea",Calories,J mg^−1,9.2,0.1,10,NA,NA,NA,98.38058,6.699688,10,"Table 1, 3","reconstituted algal feed, faecal to feed nutrient ratio estimated as absolute nutrient defecation proportion / mass defecation proportion, mean and s.d. estimated using Monte Carlo with beta distributions"
Hiratsuka & Uehara 2007 ,10.1016/j.cbpa.2007.04.009,"Onna, Okinawa, Japan",Winter,Echinometra mathaei,"Ectocarpus, Centroceras, Hydrolithon, Jania, Polysiphonia, Sphacelaria, Enteromorpha, Lobophora, Laurencia, Cladophora, Ceramium, Leveillea",Calories,J mg^−1,9.2,0.1,10,NA,NA,NA,99.24698,14.81515,10,"Table 1, 3","reconstituted algal feed, faecal to feed nutrient ratio estimated as absolute nutrient defecation proportion / mass defecation proportion, mean and s.d. estimated using Monte Carlo with beta distributions"
Hiratsuka & Uehara 2007 ,10.1016/j.cbpa.2007.04.009,"Onna, Okinawa, Japan",Winter,Echinometra sp. C,"Ectocarpus, Centroceras, Hydrolithon, Jania, Polysiphonia, Sphacelaria, Enteromorpha, Lobophora, Laurencia, Cladophora, Ceramium, Leveillea",Calories,J mg^−1,9.2,0.1,10,NA,NA,NA,95.10103,16.34526,10,"Table 1, 3","reconstituted algal feed, faecal to feed nutrient ratio estimated as absolute nutrient defecation proportion / mass defecation proportion, mean and s.d. estimated using Monte Carlo with beta distributions"
Hiratsuka & Uehara 2007 ,10.1016/j.cbpa.2007.04.009,"Onna, Okinawa, Japan",Winter,Echinometra oblonga,"Ectocarpus, Centroceras, Hydrolithon, Jania, Polysiphonia, Sphacelaria, Enteromorpha, Lobophora, Laurencia, Cladophora, Ceramium, Leveillea",Calories,J mg^−1,9.2,0.1,10,NA,NA,NA,93.60317,16.57728,10,"Table 1, 3","reconstituted algal feed, faecal to feed nutrient ratio estimated as absolute nutrient defecation proportion / mass defecation proportion, mean and s.d. estimated using Monte Carlo with beta distributions"
Miller & Mann 1973,10.1007/BF00348685,"St. Margaret's Bay, Nova Scotia, Canada",Annual,Strongylocentrotus droebachiensis,Saccharina latissima,Calories,kcal g^−1,2.7,NA,NA,2.6,NA,NA,NA,NA,NA,Text,
Mills et al. 2000,10.1016/S0022-0981(00)00264-1,"Tiahura Reef, Moorea, French Polynesia",Wet season,Echinometra mathaei,Turf algae,Proteins,µg mg^−1,16.16298812,4.933617,10,29.6,7.1,10,NA,NA,NA,"Table 2, Figure 6","faecal values from Table 2 and algal values from Figure 6, algal s.d. estimated as larger quartile range / Φ^−1(0.75), i.e. the largest symmetrical interquartile range is assumed equivalent to 50% interval"
Mills et al. 2000,10.1016/S0022-0981(00)00264-1,"Tiahura Reef, Moorea, French Polynesia",Wet season,Echinometra mathaei,Turf algae,Lipids,µg mg^−1,5.037313433,1.327703,10,11.01,2.4,10,NA,NA,NA,"Table 2, Figure 6","faecal values from Table 2 and algal values from Figure 6, algal s.d. estimated as larger quartile range / Φ^−1(0.75), i.e. the largest symmetrical interquartile range is assumed equivalent to 50% interval"
Mills et al. 2000,10.1016/S0022-0981(00)00264-1,"Tiahura Reef, Moorea, French Polynesia",Wet season,Echinometra mathaei,Turf algae,Carbohydrates,µg mg^−1,16.97025,9.759471,10,37.58935,25.25229,10,NA,NA,NA,"Table 2, Figure 6","faecal values from Table 2 and algal values from Figure 6, total carbohydrates mean and s.d. estimated using Monte Carlo with gamma distributions, algal s.d. estimated as larger quartile range / Φ^−1(0.75), i.e. the largest symmetrical interquartile range is assumed equivalent to 50% interval"
