Reference,DOI,Location,Season,Urchin,Food,Compound,Unit,Plant_mean,Plant_sd,Plant_n,Faeces_mean,Faeces_sd,Faeces_n,Percentage_mean,Percentage_sd,Percentage_n,Source,Notes
Bedford & Moore 1985,10.1016/0272-7714(85)90116-7,"Isle of Cumbrae, Scotland",Annual,Psammechinus miliaris,Saccharina latissima,Carbon,mg g^−1,NA,NA,NA,NA,NA,NA,58.9979043,NA,1,Figure 8a,
Bedford & Moore 1985,10.1016/0272-7714(85)90116-7,"Isle of Cumbrae, Scotland",Annual,Psammechinus miliaris,Saccharina latissima,Carbon,mg g^−1,NA,NA,NA,NA,NA,NA,57.02393991,NA,1,Figure 8a,
Bedford & Moore 1985,10.1016/0272-7714(85)90116-7,"Isle of Cumbrae, Scotland",Annual,Psammechinus miliaris,Saccharina latissima,Carbon,mg g^−1,NA,NA,NA,NA,NA,NA,56.40610659,NA,1,Figure 8a,
Bedford & Moore 1985,10.1016/0272-7714(85)90116-7,"Isle of Cumbrae, Scotland",Annual,Psammechinus miliaris,Saccharina latissima,Carbon,mg g^−1,NA,NA,NA,NA,NA,NA,35.28229211,NA,1,Figure 8a,
Bedford & Moore 1985,10.1016/0272-7714(85)90116-7,"Isle of Cumbrae, Scotland",Annual,Psammechinus miliaris,Saccharina latissima,Carbon,mg g^−1,NA,NA,NA,NA,NA,NA,90.93611602,NA,1,Figure 8b,
Bedford & Moore 1985,10.1016/0272-7714(85)90116-7,"Isle of Cumbrae, Scotland",Annual,Psammechinus miliaris,Saccharina latissima,Carbon,mg g^−1,NA,NA,NA,NA,NA,NA,94.58174114,NA,1,Figure 8b,
Bedford & Moore 1985,10.1016/0272-7714(85)90116-7,"Isle of Cumbrae, Scotland",Annual,Psammechinus miliaris,Saccharina latissima,Carbon,mg g^−1,NA,NA,NA,NA,NA,NA,95.00050773,NA,1,Figure 8b,
Bedford & Moore 1985,10.1016/0272-7714(85)90116-7,"Isle of Cumbrae, Scotland",Annual,Psammechinus miliaris,Saccharina latissima,Carbon,mg g^−1,NA,NA,NA,NA,NA,NA,94.51445488,NA,1,Figure 8b,
Bedford & Moore 1985,10.1016/0272-7714(85)90116-7,"Isle of Cumbrae, Scotland",Annual,Psammechinus miliaris,Saccharina latissima,Carbon,mg g^−1,NA,NA,NA,NA,NA,NA,76.33893244,NA,1,Figure 8b,
Bedford & Moore 1985,10.1016/0272-7714(85)90116-7,"Isle of Cumbrae, Scotland",Annual,Psammechinus miliaris,Saccharina latissima,Carbon,mg g^−1,NA,NA,NA,NA,NA,NA,83.38967204,NA,1,Figure 8b,
Bedford & Moore 1985,10.1016/0272-7714(85)90116-7,"Isle of Cumbrae, Scotland",Annual,Psammechinus miliaris,Saccharina latissima,Carbon,mg g^−1,NA,NA,NA,NA,NA,NA,94.53064749,NA,1,Figure 8b,
Bedford & Moore 1985,10.1016/0272-7714(85)90116-7,"Isle of Cumbrae, Scotland",Annual,Psammechinus miliaris,Saccharina latissima,Carbon,mg g^−1,NA,NA,NA,NA,NA,NA,91.11647612,NA,1,Figure 8b,
Bedford & Moore 1985,10.1016/0272-7714(85)90116-7,"Isle of Cumbrae, Scotland",Annual,Psammechinus miliaris,Saccharina latissima,Carbon,mg g^−1,NA,NA,NA,NA,NA,NA,92.20142696,NA,1,Figure 8b,
Bedford & Moore 1985,10.1016/0272-7714(85)90116-7,"Isle of Cumbrae, Scotland",Annual,Psammechinus miliaris,Saccharina latissima,Carbon,mg g^−1,NA,NA,NA,NA,NA,NA,95.40742719,NA,1,Figure 8b,
Bedford & Moore 1985,10.1016/0272-7714(85)90116-7,"Isle of Cumbrae, Scotland",Annual,Psammechinus miliaris,Saccharina latissima,Carbon,mg g^−1,NA,NA,NA,NA,NA,NA,86.47592012,NA,1,Figure 8b,
Bedford & Moore 1985,10.1016/0272-7714(85)90116-7,"Isle of Cumbrae, Scotland",Annual,Psammechinus miliaris,Saccharina latissima,Carbon,mg g^−1,NA,NA,NA,NA,NA,NA,83.36657241,NA,1,Figure 8b,
Bedford & Moore 1985,10.1016/0272-7714(85)90116-7,"Isle of Cumbrae, Scotland",Annual,Psammechinus miliaris,Saccharina latissima,Carbon,mg g^−1,NA,NA,NA,NA,NA,NA,81.80874236,NA,1,Figure 8b,
Bedford & Moore 1985,10.1016/0272-7714(85)90116-7,"Isle of Cumbrae, Scotland",Annual,Psammechinus miliaris,Saccharina latissima,Carbon,mg g^−1,NA,NA,NA,NA,NA,NA,89.92412343,NA,1,Figure 8b,
Bedford & Moore 1985,10.1016/0272-7714(85)90116-7,"Isle of Cumbrae, Scotland",Annual,Psammechinus miliaris,Saccharina latissima,Carbon,mg g^−1,NA,NA,NA,NA,NA,NA,86.65028804,NA,1,Figure 8b,
Bedford & Moore 1985,10.1016/0272-7714(85)90116-7,"Isle of Cumbrae, Scotland",Annual,Psammechinus miliaris,Saccharina latissima,Carbon,mg g^−1,NA,NA,NA,NA,NA,NA,83.29763945,NA,1,Figure 8b,
Bedford & Moore 1985,10.1016/0272-7714(85)90116-7,"Isle of Cumbrae, Scotland",Annual,Psammechinus miliaris,Saccharina latissima,Carbon,mg g^−1,NA,NA,NA,NA,NA,NA,77.98101896,NA,1,Figure 8b,
Bedford & Moore 1985,10.1016/0272-7714(85)90116-7,"Isle of Cumbrae, Scotland",Annual,Psammechinus miliaris,Saccharina latissima,Carbon,mg g^−1,NA,NA,NA,NA,NA,NA,90.92888881,NA,1,Figure 8b,
Bedford & Moore 1985,10.1016/0272-7714(85)90116-7,"Isle of Cumbrae, Scotland",Annual,Psammechinus miliaris,Saccharina latissima,Carbon,mg g^−1,NA,NA,NA,NA,NA,NA,89.20657109,NA,1,Figure 8b,
Bedford & Moore 1985,10.1016/0272-7714(85)90116-7,"Isle of Cumbrae, Scotland",Annual,Psammechinus miliaris,Saccharina latissima,Carbon,mg g^−1,NA,NA,NA,NA,NA,NA,87.24150139,NA,1,Figure 8b,
Bedford & Moore 1985,10.1016/0272-7714(85)90116-7,"Isle of Cumbrae, Scotland",Annual,Psammechinus miliaris,Saccharina latissima,Carbon,mg g^−1,NA,NA,NA,NA,NA,NA,85.04712782,NA,1,Figure 8b,
Bedford & Moore 1985,10.1016/0272-7714(85)90116-7,"Isle of Cumbrae, Scotland",Annual,Psammechinus miliaris,Saccharina latissima,Carbon,mg g^−1,NA,NA,NA,NA,NA,NA,79.39878748,NA,1,Figure 8b,
Bedford & Moore 1985,10.1016/0272-7714(85)90116-7,"Isle of Cumbrae, Scotland",Annual,Psammechinus miliaris,Saccharina latissima,Carbon,mg g^−1,NA,NA,NA,NA,NA,NA,78.91685139,NA,1,Figure 8b,
Bedford & Moore 1985,10.1016/0272-7714(85)90116-7,"Isle of Cumbrae, Scotland",Annual,Psammechinus miliaris,Saccharina latissima,Carbon,mg g^−1,NA,NA,NA,NA,NA,NA,72.03553958,NA,1,Figure 8b,
Bedford & Moore 1985,10.1016/0272-7714(85)90116-7,"Isle of Cumbrae, Scotland",Annual,Psammechinus miliaris,Saccharina latissima,Carbon,mg g^−1,NA,NA,NA,NA,NA,NA,81.15047146,NA,1,Figure 8b,
Bedford & Moore 1985,10.1016/0272-7714(85)90116-7,"Isle of Cumbrae, Scotland",Annual,Psammechinus miliaris,Saccharina latissima,Carbon,mg g^−1,NA,NA,NA,NA,NA,NA,79.11015643,NA,1,Figure 8b,
Bedford & Moore 1985,10.1016/0272-7714(85)90116-7,"Isle of Cumbrae, Scotland",Annual,Psammechinus miliaris,Saccharina latissima,Carbon,mg g^−1,NA,NA,NA,NA,NA,NA,85.11107492,NA,1,Figure 8b,
Bedford & Moore 1985,10.1016/0272-7714(85)90116-7,"Isle of Cumbrae, Scotland",Annual,Psammechinus miliaris,Saccharina latissima,Carbon,mg g^−1,NA,NA,NA,NA,NA,NA,68.86768805,NA,1,Figure 8b,
Bedford & Moore 1985,10.1016/0272-7714(85)90116-7,"Isle of Cumbrae, Scotland",Annual,Psammechinus miliaris,Saccharina latissima,Carbon,mg g^−1,NA,NA,NA,NA,NA,NA,64.45588702,NA,1,Figure 8b,
Bedford & Moore 1985,10.1016/0272-7714(85)90116-7,"Isle of Cumbrae, Scotland",Annual,Psammechinus miliaris,Saccharina latissima,Carbon,mg g^−1,NA,NA,NA,NA,NA,NA,72.39827242,NA,1,Figure 8b,
Bedford & Moore 1985,10.1016/0272-7714(85)90116-7,"Isle of Cumbrae, Scotland",Annual,Psammechinus miliaris,Saccharina latissima,Carbon,mg g^−1,NA,NA,NA,NA,NA,NA,75.77095594,NA,1,Figure 8b,
Bedford & Moore 1985,10.1016/0272-7714(85)90116-7,"Isle of Cumbrae, Scotland",Annual,Psammechinus miliaris,Saccharina latissima,Carbon,mg g^−1,NA,NA,NA,NA,NA,NA,74.71207795,NA,1,Figure 8b,
Bedford & Moore 1985,10.1016/0272-7714(85)90116-7,"Isle of Cumbrae, Scotland",Annual,Psammechinus miliaris,Saccharina latissima,Carbon,mg g^−1,NA,NA,NA,NA,NA,NA,67.34608555,NA,1,Figure 8b,
Bedford & Moore 1985,10.1016/0272-7714(85)90116-7,"Isle of Cumbrae, Scotland",Annual,Psammechinus miliaris,Saccharina latissima,Carbon,mg g^−1,NA,NA,NA,NA,NA,NA,73.09052952,NA,1,Figure 8b,
Bedford & Moore 1985,10.1016/0272-7714(85)90116-7,"Isle of Cumbrae, Scotland",Annual,Psammechinus miliaris,Saccharina latissima,Carbon,mg g^−1,NA,NA,NA,NA,NA,NA,68.43954437,NA,1,Figure 8b,
Bedford & Moore 1985,10.1016/0272-7714(85)90116-7,"Isle of Cumbrae, Scotland",Annual,Psammechinus miliaris,Saccharina latissima,Carbon,mg g^−1,NA,NA,NA,NA,NA,NA,72.53691596,NA,1,Figure 8b,
Bedford & Moore 1985,10.1016/0272-7714(85)90116-7,"Isle of Cumbrae, Scotland",Annual,Psammechinus miliaris,Saccharina latissima,Carbon,mg g^−1,NA,NA,NA,NA,NA,NA,79.25621014,NA,1,Figure 8b,
Bedford & Moore 1985,10.1016/0272-7714(85)90116-7,"Isle of Cumbrae, Scotland",Annual,Psammechinus miliaris,Saccharina latissima,Carbon,mg g^−1,NA,NA,NA,NA,NA,NA,67.80025634,NA,1,Figure 8b,
Bedford & Moore 1985,10.1016/0272-7714(85)90116-7,"Isle of Cumbrae, Scotland",Annual,Psammechinus miliaris,Saccharina latissima,Carbon,mg g^−1,NA,NA,NA,NA,NA,NA,72.07474035,NA,1,Figure 8b,
Bedford & Moore 1985,10.1016/0272-7714(85)90116-7,"Isle of Cumbrae, Scotland",Annual,Psammechinus miliaris,Saccharina latissima,Carbon,mg g^−1,NA,NA,NA,NA,NA,NA,76.7402714,NA,1,Figure 8b,
Bedford & Moore 1985,10.1016/0272-7714(85)90116-7,"Isle of Cumbrae, Scotland",Annual,Psammechinus miliaris,Saccharina latissima,Carbon,mg g^−1,NA,NA,NA,NA,NA,NA,75.43397576,NA,1,Figure 8b,
Bedford & Moore 1985,10.1016/0272-7714(85)90116-7,"Isle of Cumbrae, Scotland",Annual,Psammechinus miliaris,Saccharina latissima,Carbon,mg g^−1,NA,NA,NA,NA,NA,NA,73.57077316,NA,1,Figure 8b,
Bedford & Moore 1985,10.1016/0272-7714(85)90116-7,"Isle of Cumbrae, Scotland",Annual,Psammechinus miliaris,Saccharina latissima,Carbon,mg g^−1,NA,NA,NA,NA,NA,NA,68.98844652,NA,1,Figure 8b,
Bedford & Moore 1985,10.1016/0272-7714(85)90116-7,"Isle of Cumbrae, Scotland",Annual,Psammechinus miliaris,Saccharina latissima,Carbon,mg g^−1,NA,NA,NA,NA,NA,NA,68.19317879,NA,1,Figure 8b,
Bedford & Moore 1985,10.1016/0272-7714(85)90116-7,"Isle of Cumbrae, Scotland",Annual,Psammechinus miliaris,Saccharina latissima,Carbon,mg g^−1,NA,NA,NA,NA,NA,NA,68.85469737,NA,1,Figure 8b,
Bedford & Moore 1985,10.1016/0272-7714(85)90116-7,"Isle of Cumbrae, Scotland",Annual,Psammechinus miliaris,Saccharina latissima,Carbon,mg g^−1,NA,NA,NA,NA,NA,NA,76.13693645,NA,1,Figure 8b,
Bedford & Moore 1985,10.1016/0272-7714(85)90116-7,"Isle of Cumbrae, Scotland",Annual,Psammechinus miliaris,Saccharina latissima,Carbon,mg g^−1,NA,NA,NA,NA,NA,NA,67.48907456,NA,1,Figure 8b,
Bedford & Moore 1985,10.1016/0272-7714(85)90116-7,"Isle of Cumbrae, Scotland",Annual,Psammechinus miliaris,Saccharina latissima,Carbon,mg g^−1,NA,NA,NA,NA,NA,NA,64.43795622,NA,1,Figure 8b,
Bedford & Moore 1985,10.1016/0272-7714(85)90116-7,"Isle of Cumbrae, Scotland",Annual,Psammechinus miliaris,Saccharina latissima,Carbon,mg g^−1,NA,NA,NA,NA,NA,NA,59.52912429,NA,1,Figure 8b,
Dethier et al. 2019,10.1016/j.jembe.2019.03.016,"San Juan Island, Washington, USA",NA,Strongylocentrotus droebachiensis,Nereocystis luetkeana,Carbohydrates,%,5.217391304,1.49068323,5,6.149068323,2.422360248,5,NA,NA,NA,Figure 3,
Dethier et al. 2019,10.1016/j.jembe.2019.03.016,"San Juan Island, Washington, USA",NA,Mesocentrotus franciscanus,Nereocystis luetkeana,Carbohydrates,%,5.217391304,1.49068323,5,9.409937888,2.888198758,5,NA,NA,NA,Figure 3,
Dethier et al. 2019,10.1016/j.jembe.2019.03.016,"San Juan Island, Washington, USA",NA,Strongylocentrotus droebachiensis,Pyropia sp.,Carbohydrates,%,80.68322981,8.198757764,5,24.22360248,7.453416149,5,NA,NA,NA,Figure 3,
Dethier et al. 2019,10.1016/j.jembe.2019.03.016,"San Juan Island, Washington, USA",NA,Mesocentrotus franciscanus,Pyropia sp.,Carbohydrates,%,80.68322981,8.198757764,5,14.9068323,4.285714286,5,NA,NA,NA,Figure 3,
Dethier et al. 2019,10.1016/j.jembe.2019.03.016,"San Juan Island, Washington, USA",NA,Strongylocentrotus droebachiensis,Ulva sp.,Carbohydrates,%,36.14906832,5.031055901,5,12.29813665,1.863354037,5,NA,NA,NA,Figure 3,
Dethier et al. 2019,10.1016/j.jembe.2019.03.016,"San Juan Island, Washington, USA",NA,Mesocentrotus franciscanus,Ulva sp.,Carbohydrates,%,36.14906832,5.031055901,5,9.50310559,2.795031056,5,NA,NA,NA,Figure 3,
Dethier et al. 2019,10.1016/j.jembe.2019.03.016,"San Juan Island, Washington, USA",NA,Strongylocentrotus droebachiensis,Nereocystis luetkeana,Proteins,%,9.333333333,1.304109589,5,11.22557078,1.892237443,5,NA,NA,NA,Figure 4,
Dethier et al. 2019,10.1016/j.jembe.2019.03.016,"San Juan Island, Washington, USA",NA,Mesocentrotus franciscanus,Nereocystis luetkeana,Proteins,%,9.333333333,1.304109589,5,11.66027397,0.869406393,5,NA,NA,NA,Figure 4,
Dethier et al. 2019,10.1016/j.jembe.2019.03.016,"San Juan Island, Washington, USA",NA,Strongylocentrotus droebachiensis,Pyropia sp.,Proteins,%,8.131506849,0.40913242,5,9.742465753,1.43196347,5,NA,NA,NA,Figure 4,
Dethier et al. 2019,10.1016/j.jembe.2019.03.016,"San Juan Island, Washington, USA",NA,Mesocentrotus franciscanus,Pyropia sp.,Proteins,%,8.131506849,0.40913242,5,10.40730594,1.406392694,5,NA,NA,NA,Figure 4,
Dethier et al. 2019,10.1016/j.jembe.2019.03.016,"San Juan Island, Washington, USA",NA,Strongylocentrotus droebachiensis,Ulva sp.,Proteins,%,7.773515982,0.434703196,3,10.81643836,0.536986301,5,NA,NA,NA,Figure 4,
Dethier et al. 2019,10.1016/j.jembe.2019.03.016,"San Juan Island, Washington, USA",NA,Mesocentrotus franciscanus,Ulva sp.,Proteins,%,7.773515982,0.434703196,3,9.461187215,1.099543379,5,NA,NA,NA,Figure 4,
Dethier et al. 2019,10.1016/j.jembe.2019.03.016,"San Juan Island, Washington, USA",NA,Mesocentrotus franciscanus,Neoagarum fimbriatum,Calories,mg^−1,3.69,0.36,5,4.84,1.35,5,NA,NA,NA,Table S2,
Dethier et al. 2019,10.1016/j.jembe.2019.03.016,"San Juan Island, Washington, USA",NA,Mesocentrotus franciscanus,Saccharina latissima,Calories,mg^−1,2.29,0.08,5,8.7,1.63,5,NA,NA,NA,Table S2,
Dethier et al. 2019,10.1016/j.jembe.2019.03.016,"San Juan Island, Washington, USA",NA,Mesocentrotus franciscanus,Nereocystis luetkeana,Calories,mg^−1,1.17,0.11,5,4.05,1.51,5,NA,NA,NA,Table S2,
Dethier et al. 2019,10.1016/j.jembe.2019.03.016,"San Juan Island, Washington, USA",NA,Mesocentrotus franciscanus,Nereocystis luetkeana,Calories,mg^−1,2.65,0.21,5,7.28,0.68,5,NA,NA,NA,Table S2,
Dethier et al. 2019,10.1016/j.jembe.2019.03.016,"San Juan Island, Washington, USA",NA,Mesocentrotus franciscanus,Nereocystis luetkeana,Calories,mg^−1,2.04,0.08,5,12.28,3.72,15,NA,NA,NA,Table S2,
Dethier et al. 2019,10.1016/j.jembe.2019.03.016,"San Juan Island, Washington, USA",NA,Mesocentrotus franciscanus,Nereocystis luetkeana,Calories,mg^−1,3.91,1.27,5,5.76,0.63,5,NA,NA,NA,Table S2,
Dethier et al. 2019,10.1016/j.jembe.2019.03.016,"San Juan Island, Washington, USA",NA,Mesocentrotus franciscanus,Ulva sp.,Calories,mg^−1,3.62,1.61,5,3.91,1.96,5,NA,NA,NA,Table S2,
Dethier et al. 2019,10.1016/j.jembe.2019.03.016,"San Juan Island, Washington, USA",NA,Mesocentrotus franciscanus,Pyropia sp.,Calories,mg^−1,6.39,1.26,5,3.23,1.72,5,NA,NA,NA,Table S2,
Dethier et al. 2019,10.1016/j.jembe.2019.03.016,"San Juan Island, Washington, USA",NA,Strongylocentrotus droebachiensis,Saccharina latissima,Calories,mg^−1,4.1,0.96,4,11.93,0.73,7,NA,NA,NA,Table S2,
Dethier et al. 2019,10.1016/j.jembe.2019.03.016,"San Juan Island, Washington, USA",NA,Strongylocentrotus droebachiensis,Nereocystis luetkeana,Calories,mg^−1,1.17,0.11,5,3.87,0.91,5,NA,NA,NA,Table S2,
Dethier et al. 2019,10.1016/j.jembe.2019.03.016,"San Juan Island, Washington, USA",NA,Strongylocentrotus droebachiensis,Nereocystis luetkeana,Calories,mg^−1,6.83,1.83,4,12.31,1.02,7,NA,NA,NA,Table S2,
Dethier et al. 2019,10.1016/j.jembe.2019.03.016,"San Juan Island, Washington, USA",NA,Strongylocentrotus droebachiensis,Ulva sp.,Calories,mg^−1,3.62,1.61,5,2.26,0.82,5,NA,NA,NA,Table S2,
Dethier et al. 2019,10.1016/j.jembe.2019.03.016,"San Juan Island, Washington, USA",NA,Strongylocentrotus droebachiensis,Pyropia sp.,Calories,mg^−1,6.39,1.26,5,3.5,1.23,5,NA,NA,NA,Table S2,
Dethier et al. 2019,10.1016/j.jembe.2019.03.016,"San Juan Island, Washington, USA",NA,Strongylocentrotus droebachiensis,Ulva sp.,Calories,mg^−1,1.71,0.21,19,1.62,0.89,20,NA,NA,NA,Table S2,
Dethier et al. 2019,10.1016/j.jembe.2019.03.016,"San Juan Island, Washington, USA",NA,Strongylocentrotus droebachiensis,Nereocystis luetkeana,Carbon,%,20.02956393,0.7390983,3,17.59053954,3.806356245,3,NA,NA,NA,Figure S1,using minimum of sample size range 3–4
Dethier et al. 2019,10.1016/j.jembe.2019.03.016,"San Juan Island, Washington, USA",NA,Strongylocentrotus droebachiensis,Pyropia sp.,Carbon,%,29.78566149,0.923872875,3,17.7383592,2.29120473,3,NA,NA,NA,Figure S1,using minimum of sample size range 3–4
Dethier et al. 2019,10.1016/j.jembe.2019.03.016,"San Juan Island, Washington, USA",NA,Strongylocentrotus droebachiensis,Ulva sp.,Carbon,%,30.52475979,3.067257945,3,12.04730229,4.4345898,3,NA,NA,NA,Figure S1,using minimum of sample size range 3–4
Dethier et al. 2019,10.1016/j.jembe.2019.03.016,"San Juan Island, Washington, USA",NA,Strongylocentrotus droebachiensis,Nereocystis luetkeana,Nitrogen,%,2.29120473,0.332594235,3,0.702143385,0.36954915,3,NA,NA,NA,Figure S1,using minimum of sample size range 3–4
Dethier et al. 2019,10.1016/j.jembe.2019.03.016,"San Juan Island, Washington, USA",NA,Strongylocentrotus droebachiensis,Pyropia sp.,Nitrogen,%,3.436807095,0.332594235,3,2.36511456,0.332594235,3,NA,NA,NA,Figure S1,using minimum of sample size range 3–4
Dethier et al. 2019,10.1016/j.jembe.2019.03.016,"San Juan Island, Washington, USA",NA,Strongylocentrotus droebachiensis,Ulva sp.,Nitrogen,%,4.4345898,0.51736881,3,1.441241685,0.7390983,3,NA,NA,NA,Figure S1,using minimum of sample size range 3–4
Sauchyn & Scheibling 2009,10.3354/meps08296,"Splitnose Point, Nova Scotia, Canada",Autumn,Strongylocentrotus droebachiensis,Codium fragile,Carbon,%,16.53374233,1.6364161,12,21.59509202,4.675474573,12,NA,NA,NA,"Figure 3a, b",s.d. calculated as s.e.m. * √n
Sauchyn & Scheibling 2009,10.3354/meps08296,"Splitnose Point, Nova Scotia, Canada",Autumn,Strongylocentrotus droebachiensis,Saccharina latissima,Carbon,%,32.89570552,2.231476501,12,22.33128834,1.912694143,12,NA,NA,NA,"Figure 3a, b",s.d. calculated as s.e.m. * √n
Sauchyn & Scheibling 2009,10.3354/meps08296,"Splitnose Point, Nova Scotia, Canada",Autumn,Strongylocentrotus droebachiensis,Saccharina latissima,Carbon,%,27.01226994,3.272832201,12,16.50306748,1.487651,12,NA,NA,NA,"Figure 3a, b",s.d. calculated as s.e.m. * √n
Sauchyn & Scheibling 2009,10.3354/meps08296,"Splitnose Point, Nova Scotia, Canada",Autumn,Strongylocentrotus droebachiensis,Codium fragile,Nitrogen,%,1.717791411,0.4462953,12,2.54601227,0.7438255,12,NA,NA,NA,"Figure 3a, b",s.d. calculated as s.e.m. * √n
Sauchyn & Scheibling 2009,10.3354/meps08296,"Splitnose Point, Nova Scotia, Canada",Autumn,Strongylocentrotus droebachiensis,Saccharina latissima,Nitrogen,%,1.245398773,0.7438255,12,0.797546012,0.212521571,12,NA,NA,NA,"Figure 3a, b",s.d. calculated as s.e.m. * √n
Sauchyn & Scheibling 2009,10.3354/meps08296,"Splitnose Point, Nova Scotia, Canada",Autumn,Strongylocentrotus droebachiensis,Saccharina latissima,Nitrogen,%,1.717791411,0.5950604,12,1.625766871,0.7438255,12,NA,NA,NA,"Figure 3a, b",s.d. calculated as s.e.m. * √n
Hollertz 2002,10.1007/s00227-001-0764-7,"Gullmarsfjord, Skagerrak, Sweden",NA,Brissopsis lyrifera,Enteromorpha sp.,Carbon,%,4.8,0.6,16,3.1,0.3,16,NA,NA,NA,Table 3,"assuming gut content to be representative of plant material, n calculated as 48 / 3"
Hollertz 2002,10.1007/s00227-001-0764-7,"Gullmarsfjord, Skagerrak, Sweden",NA,Brissopsis lyrifera,Enteromorpha sp.,Nitrogen,%,0.68,0.12,16,0.34,0.02,16,NA,NA,NA,Table 3,"assuming gut content to be representative of plant material, n calculated as 48 / 3"
Lowe & Lawrence 1976,10.1016/0022-0981(76)90117-9,"Tampa Bay, Florida, USA","Spring, Summer",Lytechinus variegatus,Thalassia testudinum,Carbohydrates,%,63.9,3.04,4,NA,NA,NA,87,9,17,"Table 1, 2","assuming ash fractions in plant and faeces are identical, which is the assumption of the Conover ratio"
Lowe & Lawrence 1976,10.1016/0022-0981(76)90117-9,"Tampa Bay, Florida, USA","Spring, Summer",Lytechinus variegatus,Syringodium filiforme,Carbohydrates,%,66.26,NA,2,NA,NA,NA,96,10,23,"Table 1, 2","assuming ash fractions in plant and faeces are identical, which is the assumption of the Conover ratio"
Lowe & Lawrence 1976,10.1016/0022-0981(76)90117-9,"Tampa Bay, Florida, USA","Spring, Summer",Lytechinus variegatus,Sargassum sp.,Carbohydrates,%,65.91,NA,2,NA,NA,NA,93,8,18,"Table 1, 2","assuming ash fractions in plant and faeces are identical, which is the assumption of the Conover ratio"
Lowe & Lawrence 1976,10.1016/0022-0981(76)90117-9,"Tampa Bay, Florida, USA","Spring, Summer",Lytechinus variegatus,Ulva lactuca,Carbohydrates,%,61.23,NA,2,NA,NA,NA,85,3,18,"Table 1, 2","assuming ash fractions in plant and faeces are identical, which is the assumption of the Conover ratio"
Lowe & Lawrence 1976,10.1016/0022-0981(76)90117-9,"Tampa Bay, Florida, USA","Spring, Summer",Lytechinus variegatus,Eucheumatopsis isiformis,Carbohydrates,%,52.72,2.82,4,NA,NA,NA,134,17,27,"Table 1, 2","assuming ash fractions in plant and faeces are identical, which is the assumption of the Conover ratio"
Lowe & Lawrence 1976,10.1016/0022-0981(76)90117-9,"Tampa Bay, Florida, USA","Spring, Summer",Lytechinus variegatus,Halimeda incrassata,Carbohydrates,%,22.82,3.76,5,NA,NA,NA,65,11,21,"Table 1, 2","assuming ash fractions in plant and faeces are identical, which is the assumption of the Conover ratio"
Lowe & Lawrence 1976,10.1016/0022-0981(76)90117-9,"Tampa Bay, Florida, USA","Spring, Summer",Lytechinus variegatus,Thalassia testudinum,Proteins,%,9.11,2.08,4,NA,NA,NA,53,2,17,"Table 1, 2","assuming ash fractions in plant and faeces are identical, which is the assumption of the Conover ratio"
Lowe & Lawrence 1976,10.1016/0022-0981(76)90117-9,"Tampa Bay, Florida, USA","Spring, Summer",Lytechinus variegatus,Syringodium filiforme,Proteins,%,3.1,NA,2,NA,NA,NA,109,14,23,"Table 1, 2","assuming ash fractions in plant and faeces are identical, which is the assumption of the Conover ratio"
Lowe & Lawrence 1976,10.1016/0022-0981(76)90117-9,"Tampa Bay, Florida, USA","Spring, Summer",Lytechinus variegatus,Sargassum sp.,Proteins,%,4.15,NA,2,NA,NA,NA,135,2,18,"Table 1, 2","assuming ash fractions in plant and faeces are identical, which is the assumption of the Conover ratio"
Lowe & Lawrence 1976,10.1016/0022-0981(76)90117-9,"Tampa Bay, Florida, USA","Spring, Summer",Lytechinus variegatus,Ulva lactuca,Proteins,%,3.4,NA,2,NA,NA,NA,91,14,18,"Table 1, 2","assuming ash fractions in plant and faeces are identical, which is the assumption of the Conover ratio"
Lowe & Lawrence 1976,10.1016/0022-0981(76)90117-9,"Tampa Bay, Florida, USA","Spring, Summer",Lytechinus variegatus,Eucheumatopsis isiformis,Proteins,%,1.62,0.28,4,NA,NA,NA,142,36,27,"Table 1, 2","assuming ash fractions in plant and faeces are identical, which is the assumption of the Conover ratio"
Lowe & Lawrence 1976,10.1016/0022-0981(76)90117-9,"Tampa Bay, Florida, USA","Spring, Summer",Lytechinus variegatus,Halimeda incrassata,Proteins,%,4.27,0.84,5,NA,NA,NA,35,12,21,"Table 1, 2","assuming ash fractions in plant and faeces are identical, which is the assumption of the Conover ratio"
Lowe & Lawrence 1976,10.1016/0022-0981(76)90117-9,"Tampa Bay, Florida, USA","Spring, Summer",Lytechinus variegatus,Thalassia testudinum,Lipids,%,2.33,0.77,4,NA,NA,NA,33,6,17,"Table 1, 2","assuming ash fractions in plant and faeces are identical, which is the assumption of the Conover ratio"
Lowe & Lawrence 1976,10.1016/0022-0981(76)90117-9,"Tampa Bay, Florida, USA","Spring, Summer",Lytechinus variegatus,Syringodium filiforme,Lipids,%,3.43,NA,2,NA,NA,NA,43,7,23,"Table 1, 2","assuming ash fractions in plant and faeces are identical, which is the assumption of the Conover ratio"
Lowe & Lawrence 1976,10.1016/0022-0981(76)90117-9,"Tampa Bay, Florida, USA","Spring, Summer",Lytechinus variegatus,Sargassum sp.,Lipids,%,2.09,NA,2,NA,NA,NA,57,6,18,"Table 1, 2","assuming ash fractions in plant and faeces are identical, which is the assumption of the Conover ratio"
