,00:29:39,25.7,22240,10547,24056,12966,23794,6480,18517,4636,4568,3295,4209,4854,13149,4754,22267,1998,15918,1001,7770,903,25849,11589,34808,12244,11776,4762,15836,13567,2721,807,3665,720,32470,8435,24088,4008,7048,857,4224,1147,14291,2398,16305,2153,7810,1696,15471,4658,19042,4341,15595,4115,8459,1485,13017,1746,7894,1066,1467,1117,2913,847,349,879,4472,695,555,531,7799,1024,1475,1188,223,50,10,112,43,164,36,444,94,884,175,1208,368,4161,747,5755,1656,14721,2997,28692,6642,45161,8610,54841
,00:29:55,25.7,22409,10772,24202,13200,23673,6070,18649,4613,4548,3313,4214,4863,13329,4747,21732,2027,15719,958,7674,915,26055,11409,34785,12094,11251,4452,15840,13831,2817,823,3722,710,31357,8585,24221,4120,7174,863,4206,1156,14370,2367,16357,2098,7944,1581,15693,4825,19610,4502,15148,4111,8223,1438,13191,1757,7996,1036,1460,1147,2859,843,335,808,4414,716,619,563,7945,1078,1496,1186,248,36,0,107,49,175,69,467,106,919,187,1208,335,4284,741,5640,1666,14938,3128,29131,6496,44207,8555,53892
,00:30:11,25.7,22376,10573,23936,13133,24296,6122,18604,4674,4599,3325,4247,4882,13458,4852,21419,2074,16044,936,7784,895,25782,11575,34943,12245,11648,4624,16148,13902,2748,887,3810,723,31890,8462,24300,4064,7147,840,4338,1111,14617,2365,16306,2124,7922,1634,16180,4768,19148,4566,15907,4078,8327,1471,13070,1766,8184,1042,1490,1133,2957,858,333,881,4466,702,604,554,7882,1061,1540,1193,272,29,0,119,46,154,79,443,79,889,141,1189,345,4244,732,5589,1633,14998,2996,29000,6618,45572,8640,55511
,00:30:27,25.7,22422,10744,23960,13121,24289,6226,18868,4744,4542,3330,4282,4898,13472,4877,21760,2031,15836,985,7865,945,26351,11741,34900,12370,11377,4654,16067,14098,2750,842,3888,741,31241,8436,24520,4092,7161,842,4304,1142,14706,2424,16381,2128,8015,1703,16158,4854,19418,4534,15634,4140,8491,1441,13224,1771,8262,1060,1512,1146,3023,869,333,863,4468,701,614,554,7937,1099,1517,1230,272,0,15,119,41,175,73,487,96,905,170,1184,339,4203,732,5623,1679,14931,3063,29346,6619,45506,8530,54842
,00:30:43,25.7,22251,10795,24271,12742,24031,6379,18846,4602,4648,3336,4409,4897,13652,4863,22082,2132,16119,993,7735,932,26155,11836,35072,12445,11775,4594,16215,13886,2856,784,3971,750,31277,8051,24502,4136,7311,835,4429,1180,14984,2428,16337,2211,8165,1706,16158,4961,19379,4484,15594,4205,8726,1489,13317,1818,8144,1069,1481,1192,2928,857,310,909,4674,742,565,555,8147,1073,1546,1204,254,51,48,118,37,143,24,471,71,918,167,1150,359,4220,769,5663,1661,14709,3037,28995,6710,46018,8476,54616
,00:30:59,25.7,22445,10807,24182,13262,24223,6137,18590,4734,4808,3401,4280,4897,13368,4893,22182,2046,16032,1007,7778,978,26104,11709,34679,12582,11894,4595,16086,14370,2798,843,4089,705,32500,7924,24543,4164,7313,856,4484,1149,14894,2429,16242,2149,8002,1684,16249,4950,19731,4625,15794,4195,8709,1477,13366,1833,8011,1020,1502,1181,3022,878,293,815,4563,705,628,550,8204,1104,1553,1250,287,31,3,68,4,160,41,481,90,904,180,1188,324,4218,756,5670,1649,14897,2978,28763,6585,44562,8423,55130
,00:31:15,25.7,22700,10931,24072,13205,24297,6481,19014,4759,4779,3401,4423,4932,13633,4974,23131,2100,15962,1007,8045,912,26593,11975,34922,12541,11509,4597,16017,14217,2770,821,3921,728,31571,7938,24960,4161,7359,849,4500,1148,14854,2460,17133,2206,8080,1703,16606,4872,19630,4554,15894,4255,8810,1502,13632,1821,8554,1088,1533,1223,3086,893,359,901,4748,684,609,547,8184,1131,1589,1270,267,58,56,125,39,167,66,445,93,888,148,1199,329,4185,752,5743,1665,14599,3032,28992,6489,44327,8569,55196
,00:31:31,25.8,22745,10832,24318,13228,24278,6287,19443,4723,4782,3388,4460,5020,13727,5005,22914,2061,16451,986,8223,930,26779,11720,34611,12697,11872,4660,16161,14401,2874,772,4007,725,32716,8043,25497,4225,7267,829,4528,1150,14946,2487,17080,2141,8130,1681,16150,4908,19446,4656,15760,4235,8902,1474,13537,1792,8217,1078,1559,1169,3061,885,374,916,4600,676,605,560,8372,1153,1539,1292,311,83,35,91,14,171,41,471,75,926,182,1180,346,4134,727,5834,1589,14720,3007,29473,6693,44408,8314,55022
,00:31:47,25.8,22619,10921,24718,13050,24139,6319,19117,4791,4783,3366,4482,5068,13490,4940,23461,2075,16350,1005,8041,933,26210,11737,35264,12742,12061,4674,16217,14506,2866,844,4195,692,32457,8173,25593,4242,7406,878,4564,1152,14996,2457,17689,2180,8262,1726,16849,4977,19835,4622,16262,4290,8838,1523,13734,1870,8562,1099,1549,1216,3186,903,304,886,4642,699,579,633,8486,1105,1564,1269,256,35,18,116,42,167,38,485,117,882,141,1182,335,4303,734,5705,1640,14607,2972,28585,6738,45216,8310,55099
,00:32:03,25.8,22316,10963,24629,13552,24766,6389,18808,4843,4803,3426,4539,5103,13760,4956,23213,2180,16467,1013,8218,971,26876,12149,35805,12832,11581,4559,16368,14526,2904,864,4069,757,32481,8017,25017,4250,7427,855,4646,1122,15370,2504,17163,2245,8384,1739,16481,5039,19893,4725,16262,4255,8994,1498,13816,1807,8701,1155,1641,1227,3174,906,341,901,4857,686,626,553,8440,1151,1589,1287,253,5,21,128,10,158,49,454,87,909,169,1206,342,4159,738,5671,1628,15051,3044,29102,6552,44241,8422,54418
,00:32:19,25.8,22709,10991,24532,13455,24529,6412,18675,4784,4957,3412,4581,5045,13658,4937,23255,2107,16845,1035,8214,958,26938,12110,35994,12605,12027,4625,16608,14278,2908,839,3968,736,32806,8312,25062,4359,7387,905,4783,1158,15077,2535,16843,2244,8294,1766,16703,4948,19999,4694,16201,4368,8996,1486,13941,1867,8747,1125,1606,1258,3212,919,352,912,4821,715,619,591,8412,1137,1650,1283,280,56,54,134,24,151,56,476,112,885,149,1173,339,4161,757,5779,1635,14917,3022,28887,6680,44317,8215,54729
,00:32:35,25.8,22751,10738,24709,13563,24459,6207,19406,4907,4898,3492,4769,4948,13696,5072,23250,2125,16690,961,8232,966,26587,12354,35642,12730,12367,4584,16700,14461,2860,881,4013,786,32896,8571,25396,4338,7477,876,4749,1176,15533,2549,16673,2202,8477,1689,16845,5081,19899,4698,16438,4369,9036,1539,13981,1834,8696,1100,1579,1268,3212,963,356,886,5006,702,629,571,8261,1124,1640,1299,243,30,23,153,48,156,75,440,93,880,147,1150,353,4187,742,5641,1654,14826,3027,29238,6618,44054,8290,54507
,00:32:51,25.8,22836,11373,24786,13539,24290,6305,19204,4885,4993,3441,4682,5098,13730,5036,23585,2153,16639,1006,8429,973,27266,12233,35996,12932,12094,4907,16556,14704,2900,820,3964,749,33219,8607,25433,4348,7481,865,4698,1160,15360,2526,16937,2325,8278,1725,16941,5040,20113,4838,16311,4290,8991,1566,13965,1947,8961,1169,1649,1278,3194,949,349,897,4947,702,631,587,8721,1183,1663,1298,264,26,23,133,55,183,27,478,80,925,145,1144,357,4196,754,5602,1674,15147,3007,29539,6600,44975,8255,53845
,00:33:07,25.8,22879,11288,24922,13607,25077,6726,19598,4913,5009,3561,4699,5129,13809,5130,23183,2135,16384,1010,8622,972,26313,12167,35595,13015,12068,5141,16655,14749,2990,795,4027,760,32977,8891,25439,4371,7559,919,4763,1167,15751,2569,17451,2207,8544,1813,17120,5148,20766,4894,16772,4396,9235,1524,13833,1884,8928,1105,1666,1279,3236,942,299,977,4989,693,640,607,8780,1178,1681,1345,225,34,33,85,0,158,50,494,83,919,186,1196,373,4212,738,5743,1663,14734,3020,28726,6542,45354,8181,54192
,00:33:23,25.8,22866,11336,24871,13677,24268,6458,19284,4957,4875,3582,4750,5111,14065,5110,23932,2114,16859,981,8693,966,26981,12217,35704,13014,12508,5079,17095,15240,2991,863,3961,769,33349,9202,25539,4337,7570,888,4783,1177,15477,2568,17600,2175,8342,1833,17133,5046,20540,4842,16080,4358,9326,1561,14276,1922,8838,1125,1664,1257,3192,926,339,919,5103,680,648,618,8780,1173,1660,1334,283,37,25,84,35,152,30,445,57,891,184,1156,350,4269,727,5615,1650,14830,3000,27967,6531,44795,8129,55485
,00:33:39,25.8,22887,11344,24985,13684,24395,6561,19925,4912,5017,3663,4822,5236,13926,5159,24257,2203,16905,1062,8760,986,27148,12310,35904,12926,12018,5099,16919,14957,2935,874,4044,732,34038,9304,26052,4492,7644,884,4916,1176,15696,2568,17961,2291,8517,1802,17217,5111,20565,4903,16795,4363,8854,1487,14460,1971,8989,1125,1615,1278,3277,910,369,928,5160,697,615,577,8953,1186,1617,1334,244,0,31,87,18,159,21,455,72,935,190,1175,343,4222,771,5657,1645,14592,3023,29070,6539,44898,8121,56107
,00:33:55,25.8,22754,11074,25008,13497,24293,6457,19607,4930,5105,3598,4949,5277,13939,5133,24170,2197,17057,979,8942,966,26674,12296,35864,13102,12264,5145,16739,15009,2976,862,4112,727,32960,9099,25518,4432,7574,909,4936,1212,15804,2613,17274,2316,8786,1855,17513,5099,20623,4906,16451,4406,9228,1575,14363,1991,9095,1173,1702,1288,3318,949,349,945,5220,710,648,636,8928,1180,1658,1298,254,32,6,122,58,155,19,473,88,925,194,1209,320,4159,749,5881,1668,14741,2978,28659,6572,44991,8189,54819
,00:34:11,25.8,22811,11476,25028,13631,25117,6517,20005,4945,5011,3738,4906,5292,14156,5233,24316,2210,17281,1019,8838,991,27487,12413,36390,13341,12486,5154,17061,15086,2980,881,4262,757,33392,8902,25878,4509,7603,910,4960,1217,15406,2624,17593,2224,8527,1770,17396,5230,20691,4901,16937,4474,9315,1574,14433,2019,9073,1178,1695,1331,3386,934,330,914,5282,716,656,629,8843,1228,1688,1397,253,36,24,123,51,162,26,462,51,884,165,1174,327,4153,771,5762,1613,14624,2977,28539,6576,44393,8186,53724
,00:34:27,25.8,23387,11405,25986,13699,24984,6616,19532,5056,5204,3651,4854,5348,14105,5248,24282,2212,17039,1009,8734,1032,27469,12515,35838,13223,12577,5067,16956,15164,3048,880,4293,761,32905,8849,25949,4530,7772,922,5027,1204,16125,2568,17593,2272,8657,1810,17279,5307,20742,4964,16988,4492,9370,1571,14573,2050,9265,1185,1679,1291,3333,950,377,927,5318,707,682,579,9066,1182,1693,1383,252,33,84,93,21,173,17,407,52,901,169,1186,327,4178,753,5795,1689,14627,2983,28680,6597,44832,8099,54441
,00:34:43,25.8,23368,11500,25534,13893,24318,6553,19860,5090,4972,3591,4911,5349,14144,5144,24054,2197,17147,1014,9002,1004,27857,12468,35151,13214,12706,5302,17429,14970,2988,843,4210,776,33860,8723,26151,4595,7731,890,5057,1238,15948,2620,18108,2285,8620,1832,17607,5261,20591,5010,17258,4426,9327,1602,14529,2116,9357,1206,1723,1342,3417,989,382,984,5309,708,652,623,9174,1181,1687,1375,247,27,29,102,27,130,35,464,40,896,147,1140,347,4148,773,5639,1608,14710,3043,28333,6558,44478,8067,54822
,00:34:59,25.8,23108,11541,26098,14017,25394,6650,19833,5089,5134,3703,4999,5366,14131,5413,24190,2175,17006,1061,9100,960,27897,12444,36384,13285,12799,5006,16789,15038,3054,866,4323,797,34160,8751,26384,4589,7759,905,5071,1214,15916,2653,17647,2352,8986,1755,17888,5323,20937,4949,16893,4583,9704,1643,14760,2067,9361,1176,1757,1363,3437,981,342,955,5392,753,676,639,8911,1210,1733,1365,275,41,58,89,4,134,14,445,114,882,178,1162,351,4135,756,5644,1661,14708,2969,28711,6625,45066,7857,54076
,00:35:15,25.8,23479,11694,25586,13827,25238,6436,19668,4929,5156,3621,5063,5353,14312,5355,24575,2194,17385,1019,8993,990,27202,12739,36359,13487,12548,5029,17360,15363,3083,915,4423,798,34109,8604,26338,4588,7784,927,5115,1223,16240,2608,18483,2332,8709,1845,17593,5143,21084,5095,17267,4524,9636,1612,14568,2095,9583,1168,1781,1357,3476,978,327,958,5396,745,704,612,9449,1188,1781,1414,240,0,32,86,18,149,47,439,94,912,181,1177,377,4137,741,5768,1606,14901,3008,28354,6450,45889,7812,54881
,00:35:31,25.8,23082,11468,25813,13967,25002,6482,20134,4941,5295,3728,5041,5311,14487,5356,24814,2241,17760,1050,9082,1044,28261,12692,36837,13550,12502,4833,17481,15510,3073,865,4363,797,34404,8764,26429,4577,7946,944,5045,1200,16061,2603,18426,2268,8986,1844,17528,5322,20917,5070,16778,4473,9644,1612,14864,2045,9665,1229,1803,1363,3489,1012,348,1009,5713,762,687,659,9370,1204,1776,1384,226,22,19,79,26,161,65,480,95,881,134,1156,354,4190,756,5650,1678,14740,2980,28915,6589,45244,7968,54339
,00:35:47,25.8,23696,11653,25226,13937,24970,6571,20466,5141,5312,3798,5036,5350,14397,5348,24642,2237,17536,1047,9036,1001,28102,12815,36500,13427,12652,4892,17238,15334,3137,904,4418,811,34413,8760,26403,4577,7949,906,5194,1220,16309,2654,18965,2334,8751,1825,17763,5447,21327,5145,17466,4510,9483,1593,15010,2116,9569,1263,1835,1355,3539,1013,378,978,5486,802,661,617,9452,1190,1778,1397,240,42,27,105,27,159,63,469,88,875,146,1135,360,4142,752,5612,1681,14700,2969,28950,6527,44318,7914,55228
,00:36:03,25.8,24288,11734,26004,14153,25671,6710,20528,5142,5312,3820,4940,5458,14495,5385,24608,2241,17635,1089,9307,1034,27455,12793,36527,13664,12460,4924,17594,15572,3169,870,4423,800,34462,8919,26675,4723,8091,911,5122,1270,16189,2734,18312,2326,8980,1883,17899,5371,21139,5051,17303,4583,9741,1644,14631,2127,9450,1266,1768,1398,3564,1013,362,981,5498,800,712,620,9619,1203,1776,1418,252,20,46,102,60,132,40,477,99,889,149,1214,315,4194,710,5699,1641,14833,3009,28963,6510,45047,7959,55308
,00:36:19,25.8,23613,11474,25892,14305,25956,6610,20198,5299,5273,3878,5148,5506,14324,5456,24587,2206,17606,1084,9230,1064,28052,12827,36833,13671,13027,5320,17616,15551,3049,846,4377,821,34459,9122,26965,4677,7978,957,5093,1289,16479,2671,18428,2334,8988,1870,18388,5514,21487,5209,17364,4544,9752,1645,14978,2140,9600,1234,1783,1389,3612,974,368,996,5566,805,704,655,9630,1207,1775,1439,226,71,55,121,38,168,33,452,127,874,130,1167,380,4133,749,5747,1645,14643,2989,29125,6534,44746,7830,55974
,00:36:35,25.8,23488,11665,25990,14479,25865,6712,20548,5183,5367,3862,5130,5487,14498,5433,25028,2312,17682,1106,9271,1059,27803,12940,37265,13872,12656,5368,17567,16012,3173,907,4418,812,34733,9268,27111,4723,8119,969,5221,1255,16297,2705,18279,2355,8980,1871,18233,5444,21399,5259,17454,4659,9690,1654,15136,2146,9784,1240,1800,1371,3518,1017,340,1007,5633,828,713,631,9642,1219,1869,1458,237,25,0,105,81,127,33,445,126,913,157,1206,348,4193,760,5564,1668,14608,2952,29170,6403,45481,7859,54304
,00:36:51,25.9,23615,11927,26029,14117,25392,6716,20064,5248,5483,3867,5237,5584,14399,5489,25640,2291,18208,1104,9179,1045,27943,12970,37191,13821,12618,5421,17843,15851,3236,901,4488,815,34562,9495,27091,4813,8049,936,5082,1256,16677,2762,18038,2431,9006,1889,18277,5405,21644,5217,17395,4670,9968,1651,14934,2133,9857,1231,1833,1427,3609,1012,382,1018,5660,759,714,668,9771,1251,1805,1452,257,60,33,110,19,150,34,469,100,877,165,1195,332,4165,769,5619,1674,14608,2904,28778,6545,44798,7847,55700
,00:37:07,25.9,24104,12003,26183,14383,26136,6599,20725,5209,5365,3904,5165,5434,14376,5580,25848,2263,17906,1135,9251,1023,27684,13429,36293,13764,13419,5543,17754,15817,3205,887,4378,811,34982,9765,26964,4732,8104,948,5183,1284,16175,2686,18974,2415,8979,1833,18222,5558,21749,5232,17668,4699,9890,1636,15135,2143,9793,1262,1834,1366,3633,1012,370,1018,5872,781,668,686,9764,1231,1838,1417,252,28,0,93,32,158,58,471,96,916,151,1127,335,4137,750,5711,1654,14443,2976,28711,6476,45129,7777,55371
,00:37:23,25.9,24049,12040,26338,14722,25889,6874,20731,5264,5362,3930,5211,5548,14326,5488,26381,2254,18053,1081,9409,1068,28376,13072,36780,13829,12962,5525,17755,15690,3180,875,4358,784,34540,9590,27488,4748,7973,958,5181,1293,16279,2764,18741,2323,9160,1869,18417,5610,21421,5253,17490,4652,9819,1635,15265,2143,9982,1266,1856,1390,3676,1023,346,1060,5888,817,697,699,10042,1279,1857,1533,263,63,52,98,15,184,79,465,83,882,165,1159,326,4166,736,5771,1645,14361,2900,29060,6585,45190,7871,54524
,00:37:39,25.9,23900,11841,26455,14438,25942,6752,20562,5166,5462,3934,5276,5608,14668,5571,26552,2313,18202,1087,9379,1039,29058,13201,37136,13832,13308,5725,17829,15927,3268,896,4515,768,35300,10052,27309,4828,8020,970,5343,1306,16804,2767,18204,2354,9142,1903,18786,5578,21755,5226,17905,4708,10096,1690,15445,2219,9971,1244,1864,1380,3682,1028,361,1011,6010,773,707,634,10029,1234,1863,1494,245,12,31,126,7,123,36,491,83,875,173,1161,338,4218,725,5546,1655,14475,2938,28994,6448,45071,7730,54234
,00:37:55,25.9,24039,12129,26468,14620,25950,6644,20986,5320,5594,4029,5229,5647,14738,5668,26560,2363,18311,1117,9447,1069,28739,13440,37237,14143,12766,5755,18126,16003,3202,935,4469,825,35757,9881,27379,4880,8026,983,5251,1357,16748,2780,18292,2441,9274,1932,18540,5726,22074,5239,17848,4778,9843,1673,15140,2134,9977,1337,1902,1421,3737,1043,361,1047,5966,825,690,702,10139,1263,1841,1477,229,65,38,81,28,166,23,431,105,896,148,1178,303,4150,760,5716,1657,14663,2929,28752,6389,44988,7892,54538
,00:38:11,25.9,23749,12043,26373,14675,25559,6954,20703,5282,5562,4007,5171,5632,14628,5653,26889,2319,18271,1096,9675,1078,28553,13242,37820,14230,12560,5612,18379,16307,3149,922,4457,822,35034,9625,27127,4778,7864,961,5263,1320,16824,2808,19010,2474,9333,1940,18383,5712,21671,5361,18276,4792,10220,1707,15485,2230,9859,1284,1900,1432,3770,1068,360,1067,6016,759,749,694,10090,1229,1851,1510,266,36,36,101,1,161,55,476,92,919,161,1147,313,4037,764,5716,1656,14736,2993,28924,6431,44854,7728,54833
,00:38:27,25.9,24115,12154,26135,14613,26518,6774,21044,5396,5640,4045,5179,5689,14719,5720,26665,2332,18116,1123,9718,1100,28824,13146,37211,14352,13114,5744,18023,16188,3329,953,4624,796,35913,9488,28067,4896,8118,955,5248,1290,16891,2814,18871,2404,9385,1935,18609,5576,22087,5259,17843,4817,10180,1746,15591,2305,10213,1267,1948,1409,3780,1077,361,1101,6150,801,721,692,10272,1265,1928,1514,234,51,35,136,32,149,53,444,78,897,151,1141,360,4147,732,5674,1648,14610,2921,28534,6414,44805,7517,55325
,00:38:43,25.9,24434,12149,26482,14732,26038,6965,21323,5416,5594,4078,5298,5774,14796,5711,26830,2378,18574,1163,9732,1071,29075,13362,38403,14173,12807,5739,18277,16402,3233,928,4690,847,35567,9385,27200,4924,8062,971,5368,1343,16807,2813,18721,2389,9419,1960,18688,5722,22556,5355,18535,4898,10175,1705,15794,2235,10401,1301,1925,1448,3770,1055,412,1089,6018,782,750,686,10193,1296,1950,1505,277,41,4,94,2,147,67,485,111,874,140,1134,351,4104,750,5748,1619,14407,2945,28685,6433,45474,7631,54733
,00:38:59,25.9,24210,11910,26684,14494,26004,6985,20996,5376,5607,3925,5217,5755,14885,5857,25981,2418,18264,1183,9575,1064,29051,13094,36986,14344,13152,5404,18302,16275,3268,925,4701,816,35908,9125,27737,4971,8117,1001,5308,1342,16988,2829,18760,2360,9319,1995,18868,5705,22213,5296,18376,4852,10377,1793,15852,2229,10386,1316,1948,1449,3793,1084,398,1093,6123,827,725,661,10422,1316,1905,1533,199,13,54,107,27,129,32,429,87,908,157,1197,303,4151,769,5687,1621,14577,2966,28227,6325,45159,7729,54284
,00:39:15,25.9,24209,12212,26829,14680,26660,7071,21128,5425,5612,4029,5341,5838,15054,5809,26087,2370,18899,1150,9661,1059,28826,13325,37270,14236,13728,5153,18197,16283,3335,921,4764,801,35996,9199,27501,4947,8039,999,5383,1339,16702,2829,18811,2476,9606,1980,19220,5830,22328,5404,18459,4790,10391,1739,16081,2302,10430,1336,2004,1444,3898,1052,372,1084,6284,881,739,723,10548,1332,1956,1575,257,42,0,111,35,178,53,430,90,884,151,1216,351,4110,739,5705,1644,14792,2932,28925,6484,45010,7464,53993
,00:39:31,25.9,24483,12624,26898,14853,26619,7064,20816,5390,5737,4209,5363,5883,15118,5778,25760,2391,17968,1093,9571,1096,29292,13386,37801,14364,13667,5231,18408,16150,3247,926,4754,859,36338,9202,27924,4952,8115,997,5358,1365,17154,2885,19450,2478,9560,2026,19188,5823,22339,5496,18418,4826,10097,1756,15929,2279,10379,1297,2043,1515,3878,1090,394,1092,6238,780,746,710,10560,1321,1955,1572,254,63,30,129,33,173,68,495,100,874,174,1123,352,4056,751,5751,1655,14655,2868,29172,6339,44220,7670,54728
,00:39:47,25.9,24600,12267,27266,14977,25972,7072,20872,5433,5774,4156,5429,5901,14988,5796,26206,2397,18317,1131,9814,1092,28986,13530,38181,14725,13826,5339,18568,16144,3237,905,4754,855,35766,9451,28537,5003,8279,971,5525,1359,17343,2865,19005,2459,9556,1961,19311,5712,22437,5487,18439,4758,10547,1764,15759,2274,10529,1339,2054,1490,3939,1049,362,1083,6423,837,790,691,10466,1385,1952,1571,307,43,46,120,46,156,76,512,83,878,166,1142,419,4207,742,5773,1668,14669,2804,29016,6388,45470,7674,54641
,00:40:03,25.9,24608,12304,26890,14780,26569,6883,21405,5375,5765,4150,5355,5871,14938,5852,25872,2445,18725,1095,9705,1067,29152,13495,38233,14492,13141,5856,18461,16468,3338,913,4788,862,36072,9665,27974,5067,8208,1004,5454,1347,17329,2907,19098,2502,9616,1998,19481,5825,22311,5623,18188,4996,10429,1767,16125,2323,10471,1359,2018,1448,3928,1065,387,1135,6347,795,760,712,10665,1322,1970,1588,291,26,0,101,25,146,33,446,90,884,107,1164,331,4162,763,5664,1670,14576,2873,29447,6463,45324,7410,53480
,00:40:19,25.9,24627,12337,26932,15011,26392,7184,21350,5501,5841,4225,5467,6022,15169,5901,26201,2426,18668,1100,9914,1069,29672,13562,37260,14684,13280,5815,18749,16571,3288,944,4755,839,35687,9682,28014,5014,8297,997,5393,1380,17233,2940,19041,2481,9657,2024,19356,5805,22625,5486,18720,4908,10579,1780,16272,2352,10704,1352,2014,1500,4017,1075,374,1124,6547,816,782,720,10659,1384,1970,1569,259,23,52,122,29,153,64,475,88,911,162,1132,327,4240,712,5771,1669,14411,2890,28553,6461,44763,7566,54486
,00:40:35,25.9,24460,12156,26404,14984,26987,6972,22251,5503,5800,4238,5483,6053,15127,5922,26231,2429,19072,1142,9911,1107,29594,13749,38209,14657,13445,5676,18827,16736,3341,972,4807,875,36170,9796,28439,5075,8311,1026,5421,1380,17090,2858,19147,2577,9632,2049,18707,5904,22714,5580,18255,4966,10487,1758,15828,2297,10780,1366,2030,1485,3998,1096,396,1114,6502,836,769,701,10630,1390,2021,1596,250,27,9,51,14,135,66,480,102,907,177,1208,358,4095,734,5686,1675,14495,2879,29052,6359,45259,7451,55220
,00:40:51,25.9,24691,12573,26790,15293,26325,7308,21166,5459,5831,4153,5457,6003,14956,5909,26278,2385,18925,1141,10083,1095,29418,13703,38556,14653,13478,5865,18739,16753,3414,953,4758,821,36389,10050,28074,5006,8368,1036,5539,1406,17389,2972,19671,2506,9878,1986,19418,5770,22903,5538,18585,4946,10595,1723,16420,2287,10908,1381,2077,1525,4067,1130,416,1155,6397,820,814,693,10696,1404,2031,1591,275,24,29,125,56,167,25,422,97,845,156,1187,327,4129,721,5655,1672,14589,2841,28690,6393,45529,7506,54838
,00:41:07,25.9,24833,12528,27265,14981,26670,7101,21542,5593,5836,4283,5572,5996,15238,5913,26408,2484,18697,1163,10117,1095,29497,13855,38303,14687,13635,5653,19132,16784,3435,955,4751,810,36421,10351,28549,5156,8418,1030,5553,1404,17711,2896,20095,2492,9827,2012,19844,5964,22936,5627,18706,5084,10736,1817,16324,2365,11015,1328,2100,1511,4145,1113,398,1118,6437,811,812,740,10869,1418,2058,1602,284,30,23,112,21,148,70,488,136,875,194,1176,357,4121,726,5804,1659,14566,2932,28228,6348,45330,7384,55214
,00:41:23,25.9,24806,12679,27487,15263,26100,7256,21715,5571,5995,4272,5433,6112,15622,5900,26170,2405,18747,1143,10121,1100,29841,13962,38310,14703,13503,5914,19049,16798,3456,890,4749,880,36039,10349,28769,4973,8503,1036,5693,1371,17747,2943,19758,2579,9768,2048,19599,5976,22566,5541,18558,5003,10826,1759,16430,2319,11220,1420,2109,1494,4138,1068,379,1127,6652,884,813,728,10850,1423,2053,1633,235,29,11,115,42,186,74,442,58,902,204,1177,326,4053,763,5678,1688,14685,2847,28703,6358,45221,7533,54460
,00:41:39,25.9,25004,12536,27424,15309,27274,7190,21933,5565,5876,4324,5562,6068,15481,5896,26185,2501,18867,1164,10216,1132,29477,13921,38623,15049,14115,5765,19094,17033,3497,964,4880,845,36449,10779,28938,5176,8488,1014,5592,1398,17593,2954,19763,2588,9679,2056,19333,5993,23191,5684,18780,5059,10867,1871,16260,2392,11207,1404,2099,1493,4162,1151,415,1152,6512,841,806,730,10900,1416,2114,1584,265,61,21,94,39,160,56,451,92,877,190,1169,323,4114,711,5724,1674,14626,2879,29337,6303,43952,7475,55055
,00:41:55,25.9,24964,12307,27557,15320,26852,7199,22076,5595,6051,4329,5630,5991,15234,5976,26367,2435,18987,1177,10313,1098,29591,13497,38366,15182,13726,5852,19362,17128,3604,964,4913,879,36762,10262,28856,5140,8485,1055,5702,1396,17680,2963,19669,2632,9894,2052,20003,5901,23150,5675,18983,5067,10966,1808,16478,2440,11079,1439,2123,1539,4206,1107,370,1150,6744,839,824,714,11060,1456,2106,1660,259,46,39,68,23,173,34,442,95,885,178,1136,351,4180,782,5827,1704,14252,2905,28729,6321,45417,7325,54922
,00:42:11,25.9,25368,13071,27146,15139,26954,7307,21479,5649,5971,4341,5642,6160,15453,6011,26647,2504,19506,1188,10368,1142,29401,13912,38547,15035,13847,5833,19143,16936,3534,982,4926,883,36297,10240,29672,5202,8513,1043,5617,1427,18165,2973,19705,2580,10054,2090,20159,6071,23306,5629,19335,5059,11003,1843,16776,2441,10899,1398,2146,1519,4213,1107,375,1138,6750,893,802,714,11129,1389,2039,1662,241,59,8,98,56,178,35,441,86,911,149,1166,343,4032,748,5828,1660,14637,2858,29051,6396,44949,7297,54521
,00:42:27,26,25038,12728,27755,15475,26767,7416,21897,5702,6016,4413,5664,6134,15359,5929,26402,2477,19478,1153,10596,1129,30437,13904,38249,15273,13891,5769,19071,16889,3657,989,5094,874,36931,9873,29113,5257,8593,1070,5607,1432,17983,3021,20444,2671,10047,2115,19745,6088,22751,5726,19351,5067,10997,1810,16802,2535,11316,1455,2132,1583,4200,1121,414,1173,6845,895,824,735,11172,1438,2023,1662,272,44,23,98,28,190,34,447,117,908,180,1164,358,4085,737,5769,1670,14539,2811,28535,6282,45364,7369,53652
,00:42:43,26,25118,12959,27952,15637,27131,7388,21703,5670,5992,4384,5701,6198,15336,6069,26939,2527,19427,1202,10449,1142,29645,14078,38677,15197,13798,5934,19294,16661,3623,989,4992,863,37124,10077,28800,5224,8687,1049,5589,1463,17736,2994,20246,2626,10046,2111,20182,6038,23460,5746,19366,5128,10926,1825,16840,2475,11123,1451,2146,1554,4173,1140,379,1199,6904,883,836,766,10940,1458,2167,1675,266,24,45,104,31,168,16,482,93,890,184,1174,358,4069,732,5661,1627,14500,2848,28942,6298,45431,7405,54512
