Date,Fluorophore,Plate,Well,Content,Treatment,Sporophyte,Subsample,Antibiotic,Concentration,Quenched
24.08.23,4-MU,1,A1,Blank,NA,NA,NA,NA,1,FALSE
24.08.23,4-MU,1,A2,Blank,NA,NA,NA,NA,10,FALSE
24.08.23,4-MU,1,A3,Blank,NA,NA,NA,NA,50,FALSE
24.08.23,4-MU,1,A4,Blank,NA,NA,NA,NA,100,FALSE
24.08.23,4-MU,1,A5,Blank,NA,NA,NA,NA,250,FALSE
24.08.23,4-MU,1,A6,Blank,NA,NA,NA,NA,500,FALSE
24.08.23,4-MU,1,A7,Blank,NA,NA,NA,NA,750,FALSE
24.08.23,4-MU,1,A8,Blank,NA,NA,NA,NA,1000,FALSE
24.08.23,4-MU,1,A9,Blank,NA,NA,NA,NA,1500,FALSE
24.08.23,4-MU,1,A10,Blank,NA,NA,NA,NA,2000,FALSE
24.08.23,4-MU,1,A11,Blank,NA,NA,NA,NA,2500,FALSE
24.08.23,4-MU,1,A12,Blank,NA,NA,NA,NA,3000,FALSE
24.08.23,4-MU,1,B1,Sample,Laminaria digitata,1,1,NA,1,TRUE
24.08.23,4-MU,1,B2,Sample,Laminaria digitata,1,1,NA,10,TRUE
24.08.23,4-MU,1,B3,Sample,Laminaria digitata,1,1,NA,50,TRUE
24.08.23,4-MU,1,B4,Sample,Laminaria digitata,1,1,NA,100,TRUE
24.08.23,4-MU,1,B5,Sample,Laminaria digitata,1,1,NA,250,TRUE
24.08.23,4-MU,1,B6,Sample,Laminaria digitata,1,1,NA,500,TRUE
24.08.23,4-MU,1,B7,Sample,Laminaria digitata,1,1,NA,750,TRUE
24.08.23,4-MU,1,B8,Sample,Laminaria digitata,1,1,NA,1000,TRUE
24.08.23,4-MU,1,B9,Sample,Laminaria digitata,1,1,NA,1500,TRUE
24.08.23,4-MU,1,B10,Sample,Laminaria digitata,1,1,NA,2000,TRUE
24.08.23,4-MU,1,B11,Sample,Laminaria digitata,1,1,NA,2500,TRUE
24.08.23,4-MU,1,B12,Sample,Laminaria digitata,1,1,NA,3000,TRUE
24.08.23,4-MU,1,C1,Sample,Laminaria digitata,1,2,NA,1,TRUE
24.08.23,4-MU,1,C2,Sample,Laminaria digitata,1,2,NA,10,TRUE
24.08.23,4-MU,1,C3,Sample,Laminaria digitata,1,2,NA,50,TRUE
24.08.23,4-MU,1,C4,Sample,Laminaria digitata,1,2,NA,100,TRUE
24.08.23,4-MU,1,C5,Sample,Laminaria digitata,1,2,NA,250,TRUE
24.08.23,4-MU,1,C6,Sample,Laminaria digitata,1,2,NA,500,TRUE
24.08.23,4-MU,1,C7,Sample,Laminaria digitata,1,2,NA,750,TRUE
24.08.23,4-MU,1,C8,Sample,Laminaria digitata,1,2,NA,1000,TRUE
24.08.23,4-MU,1,C9,Sample,Laminaria digitata,1,2,NA,1500,TRUE
24.08.23,4-MU,1,C10,Sample,Laminaria digitata,1,2,NA,2000,TRUE
24.08.23,4-MU,1,C11,Sample,Laminaria digitata,1,2,NA,2500,TRUE
24.08.23,4-MU,1,C12,Sample,Laminaria digitata,1,2,NA,3000,TRUE
24.08.23,4-MU,1,D1,Sample,Laminaria ochroleuca,1,1,NA,1,TRUE
24.08.23,4-MU,1,D2,Sample,Laminaria ochroleuca,1,1,NA,10,TRUE
24.08.23,4-MU,1,D3,Sample,Laminaria ochroleuca,1,1,NA,50,TRUE
24.08.23,4-MU,1,D4,Sample,Laminaria ochroleuca,1,1,NA,100,TRUE
24.08.23,4-MU,1,D5,Sample,Laminaria ochroleuca,1,1,NA,250,TRUE
24.08.23,4-MU,1,D6,Sample,Laminaria ochroleuca,1,1,NA,500,TRUE
24.08.23,4-MU,1,D7,Sample,Laminaria ochroleuca,1,1,NA,750,TRUE
24.08.23,4-MU,1,D8,Sample,Laminaria ochroleuca,1,1,NA,1000,TRUE
24.08.23,4-MU,1,D9,Sample,Laminaria ochroleuca,1,1,NA,1500,TRUE
24.08.23,4-MU,1,D10,Sample,Laminaria ochroleuca,1,1,NA,2000,TRUE
24.08.23,4-MU,1,D11,Sample,Laminaria ochroleuca,1,1,NA,2500,TRUE
24.08.23,4-MU,1,D12,Sample,Laminaria ochroleuca,1,1,NA,3000,TRUE
24.08.23,4-MU,1,E1,Sample,Laminaria ochroleuca,1,2,NA,1,TRUE
24.08.23,4-MU,1,E2,Sample,Laminaria ochroleuca,1,2,NA,10,TRUE
24.08.23,4-MU,1,E3,Sample,Laminaria ochroleuca,1,2,NA,50,TRUE
24.08.23,4-MU,1,E4,Sample,Laminaria ochroleuca,1,2,NA,100,TRUE
24.08.23,4-MU,1,E5,Sample,Laminaria ochroleuca,1,2,NA,250,TRUE
24.08.23,4-MU,1,E6,Sample,Laminaria ochroleuca,1,2,NA,500,TRUE
24.08.23,4-MU,1,E7,Sample,Laminaria ochroleuca,1,2,NA,750,TRUE
24.08.23,4-MU,1,E8,Sample,Laminaria ochroleuca,1,2,NA,1000,TRUE
24.08.23,4-MU,1,E9,Sample,Laminaria ochroleuca,1,2,NA,1500,TRUE
24.08.23,4-MU,1,E10,Sample,Laminaria ochroleuca,1,2,NA,2000,TRUE
24.08.23,4-MU,1,E11,Sample,Laminaria ochroleuca,1,2,NA,2500,TRUE
24.08.23,4-MU,1,E12,Sample,Laminaria ochroleuca,1,2,NA,3000,TRUE
24.08.23,4-MU,1,F1,Sample,Saccorhiza polyschides,1,1,NA,1,TRUE
24.08.23,4-MU,1,F2,Sample,Saccorhiza polyschides,1,1,NA,10,TRUE
24.08.23,4-MU,1,F3,Sample,Saccorhiza polyschides,1,1,NA,50,TRUE
24.08.23,4-MU,1,F4,Sample,Saccorhiza polyschides,1,1,NA,100,TRUE
24.08.23,4-MU,1,F5,Sample,Saccorhiza polyschides,1,1,NA,250,TRUE
24.08.23,4-MU,1,F6,Sample,Saccorhiza polyschides,1,1,NA,500,TRUE
24.08.23,4-MU,1,F7,Sample,Saccorhiza polyschides,1,1,NA,750,TRUE
24.08.23,4-MU,1,F8,Sample,Saccorhiza polyschides,1,1,NA,1000,TRUE
24.08.23,4-MU,1,F9,Sample,Saccorhiza polyschides,1,1,NA,1500,TRUE
24.08.23,4-MU,1,F10,Sample,Saccorhiza polyschides,1,1,NA,2000,TRUE
24.08.23,4-MU,1,F11,Sample,Saccorhiza polyschides,1,1,NA,2500,TRUE
24.08.23,4-MU,1,F12,Sample,Saccorhiza polyschides,1,1,NA,3000,TRUE
24.08.23,4-MU,1,G1,Standard,NA,NA,NA,NA,0,FALSE
24.08.23,4-MU,1,G2,Standard,NA,NA,NA,NA,0,TRUE
24.08.23,4-MU,1,G3,Standard,NA,NA,NA,NA,0.1,FALSE
24.08.23,4-MU,1,G4,Standard,NA,NA,NA,NA,0.1,TRUE
24.08.23,4-MU,1,G5,Standard,NA,NA,NA,NA,0.2,FALSE
24.08.23,4-MU,1,G6,Standard,NA,NA,NA,NA,0.2,TRUE
24.08.23,4-MU,1,G7,Standard,NA,NA,NA,NA,0.5,FALSE
24.08.23,4-MU,1,G8,Standard,NA,NA,NA,NA,0.5,TRUE
24.08.23,4-MU,1,G9,Standard,NA,NA,NA,NA,1,FALSE
24.08.23,4-MU,1,G10,Standard,NA,NA,NA,NA,1,TRUE
24.08.23,4-MU,1,G11,Standard,NA,NA,NA,NA,2,FALSE
24.08.23,4-MU,1,G12,Standard,NA,NA,NA,NA,2,TRUE
24.08.23,4-MU,1,H1,Standard,NA,NA,NA,NA,5,FALSE
24.08.23,4-MU,1,H2,Standard,NA,NA,NA,NA,5,TRUE
24.08.23,4-MU,1,H3,Standard,NA,NA,NA,NA,10,FALSE
24.08.23,4-MU,1,H4,Standard,NA,NA,NA,NA,10,TRUE
24.08.23,4-MU,1,H5,Standard,NA,NA,NA,NA,20,FALSE
24.08.23,4-MU,1,H6,Standard,NA,NA,NA,NA,20,TRUE
24.08.23,4-MU,1,H7,Standard,NA,NA,NA,NA,50,FALSE
24.08.23,4-MU,1,H8,Standard,NA,NA,NA,NA,50,TRUE
24.08.23,4-MU,1,H9,Standard,NA,NA,NA,NA,100,FALSE
24.08.23,4-MU,1,H10,Standard,NA,NA,NA,NA,100,TRUE
24.08.23,4-MU,1,H11,Standard,NA,NA,NA,NA,150,FALSE
24.08.23,4-MU,1,H12,Standard,NA,NA,NA,NA,150,TRUE
24.08.23,AMC,2,A1,Blank,NA,NA,NA,NA,1,FALSE
24.08.23,AMC,2,A2,Blank,NA,NA,NA,NA,10,FALSE
24.08.23,AMC,2,A3,Blank,NA,NA,NA,NA,50,FALSE
24.08.23,AMC,2,A4,Blank,NA,NA,NA,NA,100,FALSE
24.08.23,AMC,2,A5,Blank,NA,NA,NA,NA,250,FALSE
24.08.23,AMC,2,A6,Blank,NA,NA,NA,NA,500,FALSE
24.08.23,AMC,2,A7,Blank,NA,NA,NA,NA,750,FALSE
24.08.23,AMC,2,A8,Blank,NA,NA,NA,NA,1000,FALSE
24.08.23,AMC,2,A9,Blank,NA,NA,NA,NA,1500,FALSE
24.08.23,AMC,2,A10,Blank,NA,NA,NA,NA,2000,FALSE
24.08.23,AMC,2,A11,Blank,NA,NA,NA,NA,2500,FALSE
24.08.23,AMC,2,A12,Blank,NA,NA,NA,NA,3000,FALSE
24.08.23,AMC,2,B1,Sample,Laminaria digitata,1,1,NA,1,TRUE
24.08.23,AMC,2,B2,Sample,Laminaria digitata,1,1,NA,10,TRUE
24.08.23,AMC,2,B3,Sample,Laminaria digitata,1,1,NA,50,TRUE
24.08.23,AMC,2,B4,Sample,Laminaria digitata,1,1,NA,100,TRUE
24.08.23,AMC,2,B5,Sample,Laminaria digitata,1,1,NA,250,TRUE
24.08.23,AMC,2,B6,Sample,Laminaria digitata,1,1,NA,500,TRUE
24.08.23,AMC,2,B7,Sample,Laminaria digitata,1,1,NA,750,TRUE
24.08.23,AMC,2,B8,Sample,Laminaria digitata,1,1,NA,1000,TRUE
24.08.23,AMC,2,B9,Sample,Laminaria digitata,1,1,NA,1500,TRUE
24.08.23,AMC,2,B10,Sample,Laminaria digitata,1,1,NA,2000,TRUE
24.08.23,AMC,2,B11,Sample,Laminaria digitata,1,1,NA,2500,TRUE
24.08.23,AMC,2,B12,Sample,Laminaria digitata,1,1,NA,3000,TRUE
24.08.23,AMC,2,C1,Sample,Laminaria digitata,1,2,NA,1,TRUE
24.08.23,AMC,2,C2,Sample,Laminaria digitata,1,2,NA,10,TRUE
24.08.23,AMC,2,C3,Sample,Laminaria digitata,1,2,NA,50,TRUE
24.08.23,AMC,2,C4,Sample,Laminaria digitata,1,2,NA,100,TRUE
24.08.23,AMC,2,C5,Sample,Laminaria digitata,1,2,NA,250,TRUE
24.08.23,AMC,2,C6,Sample,Laminaria digitata,1,2,NA,500,TRUE
24.08.23,AMC,2,C7,Sample,Laminaria digitata,1,2,NA,750,TRUE
24.08.23,AMC,2,C8,Sample,Laminaria digitata,1,2,NA,1000,TRUE
24.08.23,AMC,2,C9,Sample,Laminaria digitata,1,2,NA,1500,TRUE
24.08.23,AMC,2,C10,Sample,Laminaria digitata,1,2,NA,2000,TRUE
24.08.23,AMC,2,C11,Sample,Laminaria digitata,1,2,NA,2500,TRUE
24.08.23,AMC,2,C12,Sample,Laminaria digitata,1,2,NA,3000,TRUE
24.08.23,AMC,2,D1,Sample,Laminaria ochroleuca,1,1,NA,1,TRUE
24.08.23,AMC,2,D2,Sample,Laminaria ochroleuca,1,1,NA,10,TRUE
24.08.23,AMC,2,D3,Sample,Laminaria ochroleuca,1,1,NA,50,TRUE
24.08.23,AMC,2,D4,Sample,Laminaria ochroleuca,1,1,NA,100,TRUE
24.08.23,AMC,2,D5,Sample,Laminaria ochroleuca,1,1,NA,250,TRUE
24.08.23,AMC,2,D6,Sample,Laminaria ochroleuca,1,1,NA,500,TRUE
24.08.23,AMC,2,D7,Sample,Laminaria ochroleuca,1,1,NA,750,TRUE
24.08.23,AMC,2,D8,Sample,Laminaria ochroleuca,1,1,NA,1000,TRUE
24.08.23,AMC,2,D9,Sample,Laminaria ochroleuca,1,1,NA,1500,TRUE
24.08.23,AMC,2,D10,Sample,Laminaria ochroleuca,1,1,NA,2000,TRUE
24.08.23,AMC,2,D11,Sample,Laminaria ochroleuca,1,1,NA,2500,TRUE
24.08.23,AMC,2,D12,Sample,Laminaria ochroleuca,1,1,NA,3000,TRUE
24.08.23,AMC,2,E1,Sample,Laminaria ochroleuca,1,2,NA,1,TRUE
24.08.23,AMC,2,E2,Sample,Laminaria ochroleuca,1,2,NA,10,TRUE
24.08.23,AMC,2,E3,Sample,Laminaria ochroleuca,1,2,NA,50,TRUE
24.08.23,AMC,2,E4,Sample,Laminaria ochroleuca,1,2,NA,100,TRUE
24.08.23,AMC,2,E5,Sample,Laminaria ochroleuca,1,2,NA,250,TRUE
24.08.23,AMC,2,E6,Sample,Laminaria ochroleuca,1,2,NA,500,TRUE
24.08.23,AMC,2,E7,Sample,Laminaria ochroleuca,1,2,NA,750,TRUE
24.08.23,AMC,2,E8,Sample,Laminaria ochroleuca,1,2,NA,1000,TRUE
24.08.23,AMC,2,E9,Sample,Laminaria ochroleuca,1,2,NA,1500,TRUE
24.08.23,AMC,2,E10,Sample,Laminaria ochroleuca,1,2,NA,2000,TRUE
24.08.23,AMC,2,E11,Sample,Laminaria ochroleuca,1,2,NA,2500,TRUE
24.08.23,AMC,2,E12,Sample,Laminaria ochroleuca,1,2,NA,3000,TRUE
24.08.23,AMC,2,F1,Sample,Saccorhiza polyschides,1,1,NA,1,TRUE
24.08.23,AMC,2,F2,Sample,Saccorhiza polyschides,1,1,NA,10,TRUE
24.08.23,AMC,2,F3,Sample,Saccorhiza polyschides,1,1,NA,50,TRUE
24.08.23,AMC,2,F4,Sample,Saccorhiza polyschides,1,1,NA,100,TRUE
24.08.23,AMC,2,F5,Sample,Saccorhiza polyschides,1,1,NA,250,TRUE
24.08.23,AMC,2,F6,Sample,Saccorhiza polyschides,1,1,NA,500,TRUE
24.08.23,AMC,2,F7,Sample,Saccorhiza polyschides,1,1,NA,750,TRUE
24.08.23,AMC,2,F8,Sample,Saccorhiza polyschides,1,1,NA,1000,TRUE
24.08.23,AMC,2,F9,Sample,Saccorhiza polyschides,1,1,NA,1500,TRUE
24.08.23,AMC,2,F10,Sample,Saccorhiza polyschides,1,1,NA,2000,TRUE
24.08.23,AMC,2,F11,Sample,Saccorhiza polyschides,1,1,NA,2500,TRUE
24.08.23,AMC,2,F12,Sample,Saccorhiza polyschides,1,1,NA,3000,TRUE
24.08.23,AMC,2,G1,Standard,NA,NA,NA,NA,0,FALSE
24.08.23,AMC,2,G2,Standard,NA,NA,NA,NA,0,TRUE
24.08.23,AMC,2,G3,Standard,NA,NA,NA,NA,0.1,FALSE
24.08.23,AMC,2,G4,Standard,NA,NA,NA,NA,0.1,TRUE
24.08.23,AMC,2,G5,Standard,NA,NA,NA,NA,0.2,FALSE
24.08.23,AMC,2,G6,Standard,NA,NA,NA,NA,0.2,TRUE
24.08.23,AMC,2,G7,Standard,NA,NA,NA,NA,0.5,FALSE
24.08.23,AMC,2,G8,Standard,NA,NA,NA,NA,0.5,TRUE
24.08.23,AMC,2,G9,Standard,NA,NA,NA,NA,1,FALSE
24.08.23,AMC,2,G10,Standard,NA,NA,NA,NA,1,TRUE
24.08.23,AMC,2,G11,Standard,NA,NA,NA,NA,2,FALSE
24.08.23,AMC,2,G12,Standard,NA,NA,NA,NA,2,TRUE
24.08.23,AMC,2,H1,Standard,NA,NA,NA,NA,5,FALSE
24.08.23,AMC,2,H2,Standard,NA,NA,NA,NA,5,TRUE
24.08.23,AMC,2,H3,Standard,NA,NA,NA,NA,10,FALSE
24.08.23,AMC,2,H4,Standard,NA,NA,NA,NA,10,TRUE
24.08.23,AMC,2,H5,Standard,NA,NA,NA,NA,20,FALSE
24.08.23,AMC,2,H6,Standard,NA,NA,NA,NA,20,TRUE
24.08.23,AMC,2,H7,Standard,NA,NA,NA,NA,50,FALSE
24.08.23,AMC,2,H8,Standard,NA,NA,NA,NA,50,TRUE
24.08.23,AMC,2,H9,Standard,NA,NA,NA,NA,100,FALSE
24.08.23,AMC,2,H10,Standard,NA,NA,NA,NA,100,TRUE
24.08.23,AMC,2,H11,Standard,NA,NA,NA,NA,150,FALSE
24.08.23,AMC,2,H12,Standard,NA,NA,NA,NA,150,TRUE
26.08.23,4-MU,1,A1,Sample,Laminaria ochroleuca,1,1,Penicillin 0,2000,TRUE
26.08.23,4-MU,1,A2,Sample,Laminaria ochroleuca,1,1,Penicillin 0.5,2000,TRUE
26.08.23,4-MU,1,A3,Sample,Laminaria ochroleuca,1,1,Penicillin 1,2000,TRUE
26.08.23,4-MU,1,A4,Sample,Laminaria ochroleuca,1,1,Penicillin 5,2000,TRUE
26.08.23,4-MU,1,A5,Sample,Laminaria ochroleuca,1,1,Penicillin 10,2000,TRUE
26.08.23,4-MU,1,A6,Sample,Laminaria ochroleuca,1,1,Penicillin 50,2000,TRUE
26.08.23,4-MU,1,A7,Sample,Laminaria ochroleuca,1,1,Penicillin 100,2000,TRUE
26.08.23,4-MU,1,A8,Sample,Laminaria ochroleuca,1,1,Penicillin 500,2000,TRUE
26.08.23,4-MU,1,A9,Sample,Laminaria ochroleuca,1,1,Penicillin 1000,2000,TRUE
26.08.23,4-MU,1,A10,Sample,Laminaria ochroleuca,1,1,Penicillin 5000,2000,TRUE
26.08.23,4-MU,1,A11,Sample,Laminaria ochroleuca,1,1,Penicillin 10000,2000,TRUE
26.08.23,4-MU,1,A12,Sample,Laminaria ochroleuca,1,1,Penicillin 50000,2000,TRUE
26.08.23,4-MU,1,B1,Sample,Laminaria ochroleuca,1,1,Nystatin 0,2000,TRUE
26.08.23,4-MU,1,B2,Sample,Laminaria ochroleuca,1,1,Nystatin 0.5,2000,TRUE
26.08.23,4-MU,1,B3,Sample,Laminaria ochroleuca,1,1,Nystatin 1,2000,TRUE
26.08.23,4-MU,1,B4,Sample,Laminaria ochroleuca,1,1,Nystatin 5,2000,TRUE
26.08.23,4-MU,1,B5,Sample,Laminaria ochroleuca,1,1,Nystatin 10,2000,TRUE
26.08.23,4-MU,1,B6,Sample,Laminaria ochroleuca,1,1,Nystatin 50,2000,TRUE
26.08.23,4-MU,1,B7,Sample,Laminaria ochroleuca,1,1,Nystatin 100,2000,TRUE
26.08.23,4-MU,1,B8,Sample,Laminaria ochroleuca,1,1,Nystatin 500,2000,TRUE
26.08.23,4-MU,1,B9,Sample,Laminaria ochroleuca,1,1,Nystatin 1000,2000,TRUE
26.08.23,4-MU,1,B10,Sample,Laminaria ochroleuca,1,1,Nystatin 5000,2000,TRUE
26.08.23,4-MU,1,B11,Sample,Laminaria ochroleuca,1,1,Nystatin 10000,2000,TRUE
26.08.23,4-MU,1,B12,Sample,Laminaria ochroleuca,1,1,Nystatin 50000,2000,TRUE
26.08.23,4-MU,1,C1,Sample,Laminaria ochroleuca,1,2,Penicillin 0,2000,TRUE
26.08.23,4-MU,1,C2,Sample,Laminaria ochroleuca,1,2,Penicillin 0.5,2000,TRUE
26.08.23,4-MU,1,C3,Sample,Laminaria ochroleuca,1,2,Penicillin 1,2000,TRUE
26.08.23,4-MU,1,C4,Sample,Laminaria ochroleuca,1,2,Penicillin 5,2000,TRUE
26.08.23,4-MU,1,C5,Sample,Laminaria ochroleuca,1,2,Penicillin 10,2000,TRUE
26.08.23,4-MU,1,C6,Sample,Laminaria ochroleuca,1,2,Penicillin 50,2000,TRUE
26.08.23,4-MU,1,C7,Sample,Laminaria ochroleuca,1,2,Penicillin 100,2000,TRUE
26.08.23,4-MU,1,C8,Sample,Laminaria ochroleuca,1,2,Penicillin 500,2000,TRUE
26.08.23,4-MU,1,C9,Sample,Laminaria ochroleuca,1,2,Penicillin 1000,2000,TRUE
26.08.23,4-MU,1,C10,Sample,Laminaria ochroleuca,1,2,Penicillin 5000,2000,TRUE
26.08.23,4-MU,1,C11,Sample,Laminaria ochroleuca,1,2,Penicillin 10000,2000,TRUE
26.08.23,4-MU,1,C12,Sample,Laminaria ochroleuca,1,2,Penicillin 50000,2000,TRUE
26.08.23,4-MU,1,D1,Sample,Laminaria ochroleuca,1,2,Nystatin 0,2000,TRUE
26.08.23,4-MU,1,D2,Sample,Laminaria ochroleuca,1,2,Nystatin 0.5,2000,TRUE
26.08.23,4-MU,1,D3,Sample,Laminaria ochroleuca,1,2,Nystatin 1,2000,TRUE
26.08.23,4-MU,1,D4,Sample,Laminaria ochroleuca,1,2,Nystatin 5,2000,TRUE
26.08.23,4-MU,1,D5,Sample,Laminaria ochroleuca,1,2,Nystatin 10,2000,TRUE
26.08.23,4-MU,1,D6,Sample,Laminaria ochroleuca,1,2,Nystatin 50,2000,TRUE
26.08.23,4-MU,1,D7,Sample,Laminaria ochroleuca,1,2,Nystatin 100,2000,TRUE
26.08.23,4-MU,1,D8,Sample,Laminaria ochroleuca,1,2,Nystatin 500,2000,TRUE
26.08.23,4-MU,1,D9,Sample,Laminaria ochroleuca,1,2,Nystatin 1000,2000,TRUE
26.08.23,4-MU,1,D10,Sample,Laminaria ochroleuca,1,2,Nystatin 5000,2000,TRUE
26.08.23,4-MU,1,D11,Sample,Laminaria ochroleuca,1,2,Nystatin 10000,2000,TRUE
26.08.23,4-MU,1,D12,Sample,Laminaria ochroleuca,1,2,Nystatin 50000,2000,TRUE
26.08.23,4-MU,1,E1,Sample,Laminaria ochroleuca,1,3,Penicillin 0,2000,TRUE
26.08.23,4-MU,1,E2,Sample,Laminaria ochroleuca,1,3,Penicillin 0.5,2000,TRUE
26.08.23,4-MU,1,E3,Sample,Laminaria ochroleuca,1,3,Penicillin 1,2000,TRUE
26.08.23,4-MU,1,E4,Sample,Laminaria ochroleuca,1,3,Penicillin 5,2000,TRUE
26.08.23,4-MU,1,E5,Sample,Laminaria ochroleuca,1,3,Penicillin 10,2000,TRUE
26.08.23,4-MU,1,E6,Sample,Laminaria ochroleuca,1,3,Penicillin 50,2000,TRUE
26.08.23,4-MU,1,E7,Sample,Laminaria ochroleuca,1,3,Penicillin 100,2000,TRUE
26.08.23,4-MU,1,E8,Sample,Laminaria ochroleuca,1,3,Penicillin 500,2000,TRUE
26.08.23,4-MU,1,E9,Sample,Laminaria ochroleuca,1,3,Penicillin 1000,2000,TRUE
26.08.23,4-MU,1,E10,Sample,Laminaria ochroleuca,1,3,Penicillin 5000,2000,TRUE
26.08.23,4-MU,1,E11,Sample,Laminaria ochroleuca,1,3,Penicillin 10000,2000,TRUE
26.08.23,4-MU,1,E12,Sample,Laminaria ochroleuca,1,3,Penicillin 50000,2000,TRUE
26.08.23,4-MU,1,F1,Sample,Laminaria ochroleuca,1,3,Nystatin 0,2000,TRUE
26.08.23,4-MU,1,F2,Sample,Laminaria ochroleuca,1,3,Nystatin 0.5,2000,TRUE
26.08.23,4-MU,1,F3,Sample,Laminaria ochroleuca,1,3,Nystatin 1,2000,TRUE
26.08.23,4-MU,1,F4,Sample,Laminaria ochroleuca,1,3,Nystatin 5,2000,TRUE
26.08.23,4-MU,1,F5,Sample,Laminaria ochroleuca,1,3,Nystatin 10,2000,TRUE
26.08.23,4-MU,1,F6,Sample,Laminaria ochroleuca,1,3,Nystatin 50,2000,TRUE
26.08.23,4-MU,1,F7,Sample,Laminaria ochroleuca,1,3,Nystatin 100,2000,TRUE
26.08.23,4-MU,1,F8,Sample,Laminaria ochroleuca,1,3,Nystatin 500,2000,TRUE
26.08.23,4-MU,1,F9,Sample,Laminaria ochroleuca,1,3,Nystatin 1000,2000,TRUE
26.08.23,4-MU,1,F10,Sample,Laminaria ochroleuca,1,3,Nystatin 5000,2000,TRUE
26.08.23,4-MU,1,F11,Sample,Laminaria ochroleuca,1,3,Nystatin 10000,2000,TRUE
26.08.23,4-MU,1,F12,Sample,Laminaria ochroleuca,1,3,Nystatin 50000,2000,TRUE
26.08.23,4-MU,1,G1,Blank,NA,NA,NA,NA,2000,FALSE
26.08.23,4-MU,1,G2,Standard,NA,NA,NA,NA,0,FALSE
26.08.23,4-MU,1,G3,Standard,Laminaria ochroleuca,1,NA,NA,0,TRUE
26.08.23,4-MU,1,G4,Standard,NA,NA,NA,NA,0.1,FALSE
26.08.23,4-MU,1,G5,Standard,Laminaria ochroleuca,1,NA,NA,0.1,TRUE
26.08.23,4-MU,1,G6,Standard,NA,NA,NA,NA,0.2,FALSE
26.08.23,4-MU,1,G7,Standard,Laminaria ochroleuca,1,NA,NA,0.2,TRUE
26.08.23,4-MU,1,G8,Standard,NA,NA,NA,NA,0.5,FALSE
26.08.23,4-MU,1,G9,Standard,Laminaria ochroleuca,1,NA,NA,0.5,TRUE
26.08.23,4-MU,1,G10,Standard,NA,NA,NA,NA,1,FALSE
26.08.23,4-MU,1,G11,Standard,Laminaria ochroleuca,1,NA,NA,1,TRUE
26.08.23,4-MU,1,G12,Standard,NA,NA,NA,NA,2,FALSE
26.08.23,4-MU,1,H1,Standard,Laminaria ochroleuca,1,NA,NA,2,TRUE
26.08.23,4-MU,1,H2,Standard,NA,NA,NA,NA,5,FALSE
26.08.23,4-MU,1,H3,Standard,Laminaria ochroleuca,1,NA,NA,5,TRUE
26.08.23,4-MU,1,H4,Standard,NA,NA,NA,NA,10,FALSE
26.08.23,4-MU,1,H5,Standard,Laminaria ochroleuca,1,NA,NA,10,TRUE
26.08.23,4-MU,1,H6,Standard,NA,NA,NA,NA,20,FALSE
26.08.23,4-MU,1,H7,Standard,Laminaria ochroleuca,1,NA,NA,20,TRUE
26.08.23,4-MU,1,H8,Standard,NA,NA,NA,NA,50,FALSE
26.08.23,4-MU,1,H9,Standard,Laminaria ochroleuca,1,NA,NA,50,TRUE
26.08.23,4-MU,1,H10,Standard,NA,NA,NA,NA,100,FALSE
26.08.23,4-MU,1,H11,Standard,Laminaria ochroleuca,1,NA,NA,100,TRUE
26.08.23,4-MU,1,H12,Standard,Laminaria ochroleuca,1,NA,NA,150,TRUE
26.08.23,AMC,2,A1,Sample,Laminaria ochroleuca,1,1,Penicillin 0,2000,TRUE
26.08.23,AMC,2,A2,Sample,Laminaria ochroleuca,1,1,Penicillin 0.5,2000,TRUE
26.08.23,AMC,2,A3,Sample,Laminaria ochroleuca,1,1,Penicillin 1,2000,TRUE
26.08.23,AMC,2,A4,Sample,Laminaria ochroleuca,1,1,Penicillin 5,2000,TRUE
26.08.23,AMC,2,A5,Sample,Laminaria ochroleuca,1,1,Penicillin 10,2000,TRUE
26.08.23,AMC,2,A6,Sample,Laminaria ochroleuca,1,1,Penicillin 50,2000,TRUE
26.08.23,AMC,2,A7,Sample,Laminaria ochroleuca,1,1,Penicillin 100,2000,TRUE
26.08.23,AMC,2,A8,Sample,Laminaria ochroleuca,1,1,Penicillin 500,2000,TRUE
26.08.23,AMC,2,A9,Sample,Laminaria ochroleuca,1,1,Penicillin 1000,2000,TRUE
26.08.23,AMC,2,A10,Sample,Laminaria ochroleuca,1,1,Penicillin 5000,2000,TRUE
26.08.23,AMC,2,A11,Sample,Laminaria ochroleuca,1,1,Penicillin 10000,2000,TRUE
26.08.23,AMC,2,A12,Sample,Laminaria ochroleuca,1,1,Penicillin 50000,2000,TRUE
26.08.23,AMC,2,B1,Sample,Laminaria ochroleuca,1,1,Nystatin 0,2000,TRUE
26.08.23,AMC,2,B2,Sample,Laminaria ochroleuca,1,1,Nystatin 0.5,2000,TRUE
26.08.23,AMC,2,B3,Sample,Laminaria ochroleuca,1,1,Nystatin 1,2000,TRUE
26.08.23,AMC,2,B4,Sample,Laminaria ochroleuca,1,1,Nystatin 5,2000,TRUE
26.08.23,AMC,2,B5,Sample,Laminaria ochroleuca,1,1,Nystatin 10,2000,TRUE
26.08.23,AMC,2,B6,Sample,Laminaria ochroleuca,1,1,Nystatin 50,2000,TRUE
